incident_id,asset_id,incident_date,severity,downtime_hours,incident_type
INC-000430,AST-00169,2025-01-12,Medium,2.8,Electrical fault
INC-000431,AST-00170,2025-08-13,Medium,5.6,Overheating
INC-000432,AST-00170,2026-01-10,Low,2.5,Inspection finding
INC-000433,AST-00170,2025-11-16,Medium,5.1,Physical damage
INC-000434,AST-00170,2025-02-11,Critical,2.9,Electrical fault
INC-000435,AST-00170,2024-10-19,Medium,1.8,Electrical fault
INC-000436,AST-00170,2024-02-08,High,6.5,Protection trip
INC-000437,AST-00170,2024-08-29,Critical,5.5,Physical damage
INC-000438,AST-00170,2024-06-04,Low,3.1,Electrical fault
INC-000439,AST-00171,2024-09-21,Critical,5.4,Electrical fault
INC-000440,AST-00172,2025-06-18,Low,1.0,Overheating
INC-000441,AST-00173,2025-02-26,Low,1.6,Inspection finding
INC-000442,AST-00173,2026-02-15,High,4.3,Protection trip
INC-000443,AST-00174,2025-07-14,High,2.9,Electrical fault
INC-000444,AST-00174,2024-08-25,Medium,5.8,Overheating
INC-000445,AST-00174,2025-04-20,Medium,4.2,Inspection finding
INC-000446,AST-00174,2024-09-28,Medium,0.4,Electrical fault
INC-000447,AST-00175,2025-06-03,Critical,9.3,Inspection finding
INC-000448,AST-00176,2025-08-18,High,5.2,Electrical fault
INC-000449,AST-00176,2024-01-09,Low,1.0,Overheating
INC-000450,AST-00176,2025-05-12,Medium,2.3,Electrical fault
INC-000451,AST-00177,2024-12-06,Low,0.6,Electrical fault
INC-000452,AST-00178,2025-12-18,Medium,6.7,Inspection finding
INC-000453,AST-00178,2024-03-27,Critical,5.7,Inspection finding
INC-000454,AST-00178,2025-12-08,Low,1.6,Protection trip
INC-000455,AST-00179,2025-09-12,Low,0.4,Electrical fault
INC-000456,AST-00179,2025-11-24,Low,2.5,Inspection finding
INC-000457,AST-00179,2026-02-23,Low,3.8,Inspection finding
INC-000458,AST-00179,2024-08-08,High,11.3,Overheating
INC-000459,AST-00181,2025-04-14,Medium,3.3,Physical damage
INC-000460,AST-00182,2024-02-07,Critical,13.4,Electrical fault
INC-000461,AST-00182,2024-11-18,Medium,3.1,Protection trip
INC-000462,AST-00182,2026-07-26,Medium,1.0,Overheating
INC-000463,AST-00183,2026-01-11,Medium,0.9,Protection trip
INC-000464,AST-00183,2025-08-20,Low,0.7,Electrical fault
INC-000465,AST-00183,2024-12-22,Medium,1.2,Inspection finding
INC-000466,AST-00183,2024-02-23,Low,1.5,Electrical fault
INC-000467,AST-00183,2024-04-16,Low,1.1,Inspection finding
INC-000468,AST-00184,2024-09-06,Medium,1.2,Inspection finding
INC-000469,AST-00184,2025-02-03,High,10.8,Physical damage
INC-000470,AST-00184,2024-11-15,High,2.6,Inspection finding
INC-000471,AST-00184,2025-05-20,Medium,2.5,Inspection finding
INC-000472,AST-00184,2026-01-22,Low,0.4,Overheating
INC-000473,AST-00184,2024-10-30,High,5.1,Physical damage
INC-000474,AST-00185,2024-12-15,Medium,1.4,Protection trip
INC-000475,AST-00187,2024-05-18,Medium,0.6,Inspection finding
INC-000476,AST-00187,2024-04-11,Low,1.6,Protection trip
INC-000477,AST-00187,2026-05-14,Low,0.8,Inspection finding
INC-000478,AST-00188,2025-05-09,Low,1.3,Inspection finding
INC-000479,AST-00189,2026-06-26,Critical,5.4,Electrical fault
INC-000480,AST-00191,2024-03-17,Medium,1.9,Electrical fault
INC-000481,AST-00191,2024-09-09,High,1.9,Overheating
INC-000482,AST-00191,2026-05-10,Low,1.1,Electrical fault
INC-000483,AST-00192,2024-05-21,High,1.4,Inspection finding
INC-000484,AST-00192,2024-11-16,High,2.1,Electrical fault
INC-000485,AST-00192,2026-08-23,Medium,0.4,Protection trip
INC-000486,AST-00192,2024-07-02,Low,2.5,Overheating
INC-000487,AST-00193,2024-04-23,Low,0.7,Electrical fault
INC-000488,AST-00193,2024-01-16,Low,2.3,Overheating
INC-000489,AST-00193,2024-09-12,High,7.6,Protection trip
INC-000490,AST-00194,2025-04-26,Low,1.3,Inspection finding
INC-000491,AST-00194,2024-12-25,Medium,1.9,Physical damage
INC-000492,AST-00195,2024-12-27,Low,1.0,Electrical fault
INC-000493,AST-00195,2024-09-12,High,1.3,Overheating
INC-000494,AST-00195,2026-07-12,Low,1.4,Protection trip
INC-000495,AST-00196,2024-03-03,Low,2.9,Physical damage
INC-000496,AST-00196,2025-03-08,Low,0.4,Protection trip
INC-000497,AST-00196,2025-11-14,Low,1.1,Overheating
INC-000498,AST-00196,2024-05-09,Medium,2.4,Overheating
INC-000499,AST-00197,2025-12-07,Low,1.1,Physical damage
INC-000500,AST-00197,2024-11-29,High,0.8,Inspection finding
INC-000501,AST-00197,2024-12-04,Critical,8.0,Physical damage
INC-000502,AST-00198,2025-06-06,Medium,1.9,Overheating
INC-000503,AST-00199,2026-05-20,Medium,1.3,Inspection finding
INC-000504,AST-00199,2026-07-31,Medium,4.8,Protection trip
INC-000505,AST-00199,2026-06-28,Medium,1.7,Electrical fault
INC-000506,AST-00201,2024-10-13,Medium,3.4,Physical damage
INC-000507,AST-00201,2024-10-09,High,0.4,Protection trip
INC-000508,AST-00201,2025-10-16,Low,0.6,Physical damage
INC-000509,AST-00201,2025-09-06,Low,4.3,Electrical fault
INC-000510,AST-00201,2025-01-13,Low,2.5,Protection trip
INC-000511,AST-00201,2026-01-30,High,7.1,Electrical fault
INC-000512,AST-00201,2024-07-23,Medium,2.2,Inspection finding
INC-000513,AST-00202,2024-11-08,Low,0.4,Electrical fault
INC-000514,AST-00203,2025-01-11,Medium,1.3,Overheating
INC-000515,AST-00203,2026-03-30,High,8.2,Electrical fault
INC-000516,AST-00204,2026-01-23,Medium,1.3,Protection trip
INC-000517,AST-00204,2025-06-17,Low,3.8,Inspection finding
INC-000518,AST-00204,2025-01-16,Medium,2.8,Protection trip
INC-000519,AST-00205,2026-08-21,Low,0.6,Physical damage
INC-000520,AST-00205,2024-03-12,Low,3.2,Overheating
INC-000521,AST-00205,2025-10-31,Critical,4.1,Protection trip
INC-000522,AST-00205,2024-03-04,Low,1.1,Inspection finding
INC-000523,AST-00205,2026-07-28,Low,1.0,Protection trip
INC-000524,AST-00205,2025-07-23,Medium,2.4,Electrical fault
INC-000525,AST-00205,2026-02-20,High,3.9,Overheating
INC-000526,AST-00206,2026-01-13,Low,1.9,Physical damage
INC-000527,AST-00206,2026-05-23,Low,0.5,Electrical fault
INC-000528,AST-00206,2024-05-24,High,2.1,Physical damage
INC-000529,AST-00207,2024-10-04,Low,1.3,Overheating
INC-000530,AST-00207,2024-11-15,Low,1.5,Inspection finding
INC-000531,AST-00208,2024-02-04,Low,1.6,Physical damage
INC-000532,AST-00208,2024-11-29,High,3.0,Protection trip
INC-000533,AST-00208,2026-06-12,Medium,2.9,Physical damage
INC-000534,AST-00209,2025-12-08,Medium,5.2,Overheating
INC-000535,AST-00210,2026-06-06,High,5.3,Overheating
INC-000536,AST-00211,2024-05-19,Low,0.5,Electrical fault
INC-000537,AST-00211,2024-04-21,Medium,2.8,Electrical fault
INC-000538,AST-00211,2025-08-10,Low,0.7,Overheating
INC-000539,AST-00211,2025-06-08,High,3.9,Physical damage
INC-000540,AST-00212,2024-10-11,Low,3.0,Protection trip
INC-000541,AST-00212,2024-08-19,High,11.8,Electrical fault
INC-000542,AST-00212,2024-09-16,High,3.3,Physical damage
INC-000543,AST-00212,2025-04-16,Medium,2.5,Protection trip
INC-000544,AST-00213,2025-02-26,Medium,4.8,Inspection finding
INC-000545,AST-00214,2025-09-23,Medium,3.3,Overheating
INC-000546,AST-00214,2026-05-19,High,1.5,Electrical fault
INC-000547,AST-00214,2026-07-10,Critical,7.9,Inspection finding
INC-000548,AST-00214,2024-01-23,Low,2.4,Inspection finding
INC-000549,AST-00215,2026-08-25,High,3.3,Inspection finding
INC-000550,AST-00216,2024-11-11,Low,1.6,Protection trip
INC-000551,AST-00216,2024-09-16,High,8.6,Overheating
INC-000552,AST-00216,2026-07-03,Low,5.8,Protection trip
INC-000553,AST-00216,2026-07-17,Medium,2.0,Physical damage
INC-000554,AST-00217,2025-07-05,Medium,3.6,Electrical fault
INC-000555,AST-00217,2025-06-30,Medium,4.4,Electrical fault
INC-000556,AST-00217,2026-04-09,Low,1.5,Electrical fault
INC-000557,AST-00218,2025-03-09,Medium,2.7,Electrical fault
INC-000558,AST-00218,2026-03-23,Medium,4.5,Electrical fault
INC-000559,AST-00218,2025-01-23,Low,0.4,Protection trip
INC-000560,AST-00219,2025-08-02,High,3.4,Inspection finding
INC-000561,AST-00219,2025-12-04,Medium,1.2,Overheating
INC-000562,AST-00219,2026-06-16,Low,1.4,Protection trip
INC-000563,AST-00220,2026-07-03,High,11.0,Inspection finding
INC-000564,AST-00220,2025-08-22,Medium,0.4,Overheating
INC-000565,AST-00220,2024-10-17,Critical,8.5,Electrical fault
INC-000566,AST-00220,2025-03-30,Medium,1.4,Physical damage
INC-000567,AST-00220,2025-09-22,Low,1.5,Physical damage
INC-000568,AST-00220,2026-01-28,Medium,0.9,Protection trip
INC-000569,AST-00221,2025-04-03,High,6.0,Inspection finding
INC-000570,AST-00221,2025-08-18,Low,0.9,Electrical fault
INC-000571,AST-00223,2026-08-16,Low,3.3,Inspection finding
INC-000572,AST-00223,2024-04-18,High,6.5,Protection trip
INC-000573,AST-00223,2025-10-11,High,0.4,Protection trip
INC-000574,AST-00224,2026-02-26,High,9.4,Inspection finding
INC-000575,AST-00224,2025-07-03,Low,1.5,Inspection finding
INC-000576,AST-00225,2025-08-08,Medium,3.9,Overheating
INC-000577,AST-00225,2024-11-13,Medium,0.7,Inspection finding
INC-000578,AST-00225,2024-11-30,Medium,1.0,Physical damage
INC-000579,AST-00225,2024-10-07,Medium,2.7,Protection trip
INC-000580,AST-00225,2026-06-15,Medium,6.7,Physical damage
INC-000581,AST-00226,2024-02-01,Medium,3.4,Protection trip
INC-000582,AST-00226,2025-07-19,Medium,1.0,Physical damage
INC-000583,AST-00226,2026-04-21,Medium,1.9,Inspection finding
INC-000584,AST-00226,2026-06-14,Low,0.9,Protection trip
INC-000585,AST-00226,2024-01-14,Medium,3.9,Protection trip
INC-000586,AST-00227,2026-02-12,Medium,1.7,Physical damage
INC-000587,AST-00227,2024-12-09,Low,0.6,Protection trip
INC-000588,AST-00227,2026-03-29,High,2.7,Physical damage
INC-000589,AST-00227,2024-06-09,Critical,6.7,Inspection finding
INC-000590,AST-00228,2026-04-24,Low,1.0,Overheating
INC-000591,AST-00228,2026-05-12,High,3.6,Physical damage
INC-000592,AST-00229,2026-08-29,High,2.8,Electrical fault
INC-000593,AST-00229,2025-12-05,High,1.9,Physical damage
INC-000594,AST-00230,2026-06-19,High,1.3,Overheating
INC-000595,AST-00230,2026-04-06,Critical,4.0,Inspection finding
INC-000596,AST-00230,2024-11-14,Medium,1.8,Overheating
INC-000597,AST-00231,2026-04-08,High,8.2,Protection trip
INC-000598,AST-00232,2024-12-27,Medium,4.0,Protection trip
INC-000599,AST-00234,2026-02-13,Medium,2.9,Electrical fault
INC-000600,AST-00234,2024-02-06,High,8.2,Protection trip
INC-000601,AST-00235,2025-04-30,High,4.8,Electrical fault
INC-000602,AST-00235,2026-02-19,High,1.4,Protection trip
INC-000603,AST-00235,2024-07-03,Critical,4.0,Inspection finding
INC-000604,AST-00235,2024-08-29,Low,1.2,Electrical fault
INC-000605,AST-00235,2024-05-12,Medium,4.9,Overheating
INC-000606,AST-00235,2025-06-28,Medium,0.6,Electrical fault
INC-000607,AST-00236,2026-03-29,Medium,2.5,Protection trip
INC-000608,AST-00236,2024-11-26,High,5.0,Inspection finding
INC-000609,AST-00236,2025-09-08,Medium,4.2,Overheating
INC-000610,AST-00237,2024-11-04,High,1.7,Electrical fault
INC-000611,AST-00237,2026-07-12,Medium,2.4,Overheating
INC-000612,AST-00237,2025-03-19,Low,0.6,Physical damage
INC-000613,AST-00238,2025-06-01,Low,2.3,Overheating
INC-000614,AST-00238,2025-05-01,High,8.0,Overheating
INC-000615,AST-00238,2026-05-02,High,3.7,Physical damage
INC-000616,AST-00238,2026-05-31,High,6.2,Inspection finding
INC-000617,AST-00240,2024-09-15,Medium,2.4,Physical damage
INC-000618,AST-00240,2024-06-13,Low,1.7,Electrical fault
INC-000619,AST-00240,2026-05-29,Medium,3.7,Electrical fault
INC-000620,AST-00240,2026-07-09,Medium,2.0,Inspection finding
INC-000621,AST-00240,2024-02-11,Low,6.6,Overheating
INC-000622,AST-00241,2026-07-01,Low,1.5,Physical damage
INC-000623,AST-00242,2026-04-04,Medium,1.6,Protection trip
INC-000624,AST-00242,2025-12-30,Low,2.1,Physical damage
INC-000625,AST-00242,2025-06-06,Critical,4.2,Protection trip
INC-000626,AST-00242,2025-07-22,Critical,10.1,Electrical fault
INC-000627,AST-00242,2026-02-03,High,3.3,Electrical fault
INC-000628,AST-00242,2025-10-28,Low,1.1,Overheating
INC-000629,AST-00243,2025-11-03,Medium,2.9,Electrical fault
INC-000630,AST-00243,2025-09-04,Low,1.9,Physical damage
INC-000631,AST-00244,2025-04-20,Critical,4.8,Protection trip
INC-000632,AST-00245,2025-04-19,Medium,7.2,Electrical fault
INC-000633,AST-00246,2024-08-20,Low,0.9,Physical damage
INC-000634,AST-00246,2025-09-11,Medium,3.4,Overheating
INC-000635,AST-00246,2024-12-25,High,3.0,Protection trip
INC-000636,AST-00246,2026-02-02,Low,0.7,Overheating
INC-000637,AST-00246,2025-01-03,High,5.1,Physical damage
INC-000638,AST-00247,2024-08-06,Medium,1.5,Inspection finding
INC-000639,AST-00247,2025-01-01,Medium,1.2,Inspection finding
INC-000640,AST-00247,2025-05-18,High,9.3,Electrical fault
INC-000641,AST-00247,2026-01-01,High,3.5,Protection trip
INC-000642,AST-00249,2024-07-05,Medium,3.6,Physical damage
INC-000643,AST-00249,2026-01-04,Low,0.7,Overheating
INC-000644,AST-00249,2024-08-31,Medium,1.6,Physical damage
INC-000645,AST-00251,2025-07-26,High,4.5,Protection trip
INC-000646,AST-00258,2026-03-17,Medium,3.2,Electrical fault
INC-000647,AST-00258,2025-01-16,Low,1.7,Protection trip
INC-000648,AST-00259,2025-12-05,Medium,1.1,Overheating
INC-000649,AST-00260,2025-09-22,Medium,1.9,Protection trip
INC-000650,AST-00260,2024-07-19,Low,1.8,Protection trip
INC-000651,AST-00261,2025-01-19,Critical,1.2,Protection trip
INC-000652,AST-00261,2026-05-07,Medium,1.1,Inspection finding
INC-000653,AST-00262,2024-08-14,Medium,0.6,Inspection finding
INC-000654,AST-00262,2026-07-29,High,10.1,Inspection finding
INC-000655,AST-00262,2024-06-26,Low,1.5,Protection trip
INC-000656,AST-00262,2026-05-06,Low,0.4,Inspection finding
INC-000657,AST-00262,2026-02-28,High,0.7,Overheating
INC-000658,AST-00262,2026-08-20,High,3.8,Overheating
INC-000659,AST-00263,2026-06-30,Medium,3.1,Inspection finding
INC-000660,AST-00264,2025-07-08,High,2.3,Electrical fault
INC-000661,AST-00264,2026-04-26,Low,1.3,Overheating
INC-000662,AST-00264,2024-04-23,High,6.6,Inspection finding
INC-000663,AST-00265,2024-11-03,High,4.2,Electrical fault
INC-000664,AST-00265,2024-11-10,Low,2.6,Overheating
INC-000665,AST-00265,2025-07-20,Critical,15.6,Protection trip
INC-000666,AST-00266,2026-02-22,Medium,4.7,Physical damage
INC-000667,AST-00266,2025-10-16,Medium,0.5,Overheating
INC-000668,AST-00267,2024-12-01,Low,0.5,Inspection finding
INC-000669,AST-00267,2026-01-22,Medium,0.4,Physical damage
INC-000670,AST-00268,2024-07-08,Low,1.9,Electrical fault
INC-000671,AST-00268,2026-01-16,High,5.3,Protection trip
INC-000672,AST-00268,2024-08-22,Low,1.6,Inspection finding
INC-000673,AST-00269,2026-01-31,Medium,0.7,Overheating
INC-000674,AST-00270,2025-10-22,Medium,3.5,Overheating
INC-000675,AST-00270,2026-06-01,Medium,1.8,Overheating
INC-000676,AST-00270,2024-06-26,High,15.1,Electrical fault
INC-000677,AST-00270,2025-10-10,Medium,0.4,Inspection finding
INC-000678,AST-00271,2025-06-24,Medium,3.2,Physical damage
INC-000679,AST-00271,2026-03-08,Medium,6.3,Physical damage
INC-000680,AST-00271,2025-05-15,Medium,1.0,Physical damage
INC-000681,AST-00272,2026-01-31,High,5.2,Electrical fault
INC-000682,AST-00272,2025-05-16,Low,1.8,Overheating
INC-000683,AST-00273,2024-09-21,Medium,3.0,Protection trip
INC-000684,AST-00274,2025-08-21,High,12.8,Overheating
INC-000685,AST-00274,2024-05-08,Medium,3.3,Overheating
INC-000686,AST-00274,2024-12-03,High,0.4,Inspection finding
INC-000687,AST-00275,2024-11-28,Low,2.4,Overheating
INC-000688,AST-00275,2025-09-11,High,5.0,Protection trip
INC-000689,AST-00275,2025-07-01,Medium,0.7,Inspection finding
INC-000690,AST-00275,2025-12-30,Low,0.9,Overheating
INC-000691,AST-00275,2024-12-05,Medium,0.9,Protection trip
INC-000692,AST-00276,2024-09-21,Low,2.3,Inspection finding
INC-000693,AST-00276,2024-05-02,Critical,2.8,Protection trip
INC-000694,AST-00276,2025-01-11,Medium,2.9,Electrical fault
INC-000695,AST-00276,2026-07-20,Low,2.3,Electrical fault
INC-000696,AST-00277,2025-06-21,High,10.0,Overheating
INC-000697,AST-00279,2025-05-10,Medium,1.8,Protection trip
INC-000698,AST-00279,2025-08-29,High,5.2,Inspection finding
INC-000699,AST-00279,2025-12-12,Critical,15.4,Overheating
INC-000700,AST-00279,2024-06-20,Low,0.8,Protection trip
INC-000701,AST-00280,2024-06-15,Low,4.5,Protection trip
INC-000702,AST-00281,2025-05-22,High,6.0,Protection trip
INC-000703,AST-00281,2025-08-17,Low,0.9,Physical damage
INC-000704,AST-00282,2025-09-25,Medium,0.5,Physical damage
INC-000705,AST-00282,2024-09-14,Low,1.1,Overheating
INC-000706,AST-00282,2024-10-14,Low,0.7,Protection trip
INC-000707,AST-00282,2025-09-11,Medium,0.5,Electrical fault
INC-000708,AST-00283,2026-05-15,Medium,2.8,Electrical fault
INC-000709,AST-00283,2024-03-27,High,1.5,Inspection finding
INC-000710,AST-00283,2024-11-29,High,3.7,Electrical fault
INC-000711,AST-00283,2025-05-28,Low,1.2,Physical damage
INC-000712,AST-00283,2025-10-21,Low,1.6,Inspection finding
INC-000713,AST-00284,2026-08-30,Medium,0.8,Inspection finding
INC-000714,AST-00284,2026-04-13,Critical,3.0,Electrical fault
INC-000715,AST-00284,2025-04-02,Critical,15.8,Protection trip
INC-000716,AST-00285,2025-01-02,Medium,3.8,Inspection finding
INC-000717,AST-00285,2025-01-08,Medium,4.8,Electrical fault
INC-000718,AST-00285,2026-06-01,Low,1.0,Overheating
INC-000719,AST-00286,2025-07-29,Medium,4.1,Physical damage
INC-000720,AST-00286,2024-03-27,High,4.1,Overheating
INC-000721,AST-00286,2025-01-15,Medium,1.2,Protection trip
INC-000722,AST-00287,2025-05-19,Low,3.3,Electrical fault
INC-000723,AST-00287,2024-07-29,Low,1.3,Inspection finding
INC-000724,AST-00288,2024-07-23,Low,4.6,Physical damage
INC-000725,AST-00288,2025-01-18,Low,1.4,Protection trip
INC-000726,AST-00288,2025-10-27,Medium,1.4,Electrical fault
INC-000727,AST-00289,2024-10-08,Medium,1.7,Inspection finding
INC-000728,AST-00289,2025-02-04,Medium,0.5,Overheating
INC-000729,AST-00289,2024-08-17,Low,0.9,Inspection finding
INC-000730,AST-00289,2026-02-12,Low,3.5,Overheating
INC-000731,AST-00290,2024-01-02,Medium,0.7,Protection trip
INC-000732,AST-00291,2026-02-19,Low,1.0,Physical damage
INC-000733,AST-00291,2025-12-09,Critical,5.3,Inspection finding
INC-000734,AST-00292,2024-04-26,Medium,1.7,Physical damage
INC-000735,AST-00293,2024-08-11,Low,0.6,Electrical fault
INC-000736,AST-00294,2026-01-10,High,2.2,Electrical fault
INC-000737,AST-00295,2026-01-11,Medium,1.4,Protection trip
INC-000738,AST-00296,2026-03-22,High,6.1,Inspection finding
INC-000739,AST-00296,2026-06-06,Medium,0.7,Overheating
INC-000740,AST-00296,2024-12-03,Medium,3.5,Electrical fault
INC-000741,AST-00296,2025-05-15,High,3.5,Protection trip
INC-000742,AST-00296,2026-05-08,Medium,1.9,Physical damage
INC-000743,AST-00296,2026-04-05,Low,0.4,Overheating
INC-000744,AST-00296,2025-12-31,Medium,7.8,Protection trip
INC-000745,AST-00296,2026-08-11,Low,2.5,Inspection finding
INC-000746,AST-00297,2024-12-02,Low,1.1,Overheating
INC-000747,AST-00298,2024-11-17,Low,3.1,Inspection finding
INC-000748,AST-00298,2024-06-10,Medium,0.4,Protection trip
INC-000749,AST-00298,2026-08-08,Medium,6.1,Overheating
INC-000750,AST-00298,2026-03-10,Low,0.5,Protection trip
INC-000751,AST-00298,2026-02-09,Low,0.4,Inspection finding
INC-000752,AST-00299,2026-07-21,Medium,4.2,Inspection finding
INC-000753,AST-00299,2025-10-21,Medium,11.4,Overheating
INC-000754,AST-00300,2024-01-31,Medium,0.4,Protection trip
INC-000755,AST-00300,2024-08-21,Medium,0.4,Physical damage
INC-000756,AST-00303,2024-05-21,Low,1.9,Overheating
INC-000757,AST-00303,2025-11-02,Low,1.0,Physical damage
INC-000758,AST-00303,2024-11-30,Medium,4.4,Physical damage
INC-000759,AST-00303,2025-01-29,Critical,4.4,Inspection finding
INC-000760,AST-00304,2025-09-04,Low,0.7,Physical damage
INC-000761,AST-00304,2025-10-01,Medium,4.6,Electrical fault
INC-000762,AST-00305,2025-05-04,Low,1.0,Protection trip
INC-000763,AST-00305,2026-06-06,Low,4.1,Electrical fault
INC-000764,AST-00305,2026-05-21,High,8.6,Inspection finding
INC-000765,AST-00305,2026-04-27,High,4.0,Protection trip
INC-000766,AST-00305,2025-06-15,Critical,13.6,Protection trip
INC-000767,AST-00305,2024-10-04,Medium,5.7,Physical damage
INC-000768,AST-00305,2026-02-14,Low,2.3,Physical damage
INC-000769,AST-00306,2024-04-10,Low,0.8,Electrical fault
INC-000770,AST-00306,2026-05-12,Medium,3.7,Overheating
INC-000771,AST-00306,2026-05-18,High,6.1,Protection trip
INC-000772,AST-00307,2025-10-14,High,17.3,Protection trip
INC-000773,AST-00310,2026-08-23,Low,1.6,Physical damage
INC-000774,AST-00310,2025-09-18,Medium,2.1,Electrical fault
INC-000775,AST-00310,2024-12-29,Medium,2.9,Protection trip
INC-000776,AST-00310,2025-10-13,Low,3.2,Inspection finding
INC-000777,AST-00311,2025-08-26,Low,0.5,Inspection finding
INC-000778,AST-00312,2025-08-20,Medium,2.3,Physical damage
INC-000779,AST-00312,2025-09-05,Medium,2.4,Physical damage
INC-000780,AST-00313,2025-04-02,Medium,0.7,Physical damage
INC-000781,AST-00313,2024-06-02,Medium,3.7,Overheating
INC-000782,AST-00313,2026-04-08,High,5.5,Overheating
INC-000783,AST-00313,2026-07-10,High,3.5,Inspection finding
INC-000784,AST-00313,2026-01-25,Medium,1.1,Physical damage
INC-000785,AST-00314,2024-10-31,Low,0.7,Electrical fault
INC-000786,AST-00315,2024-05-12,Medium,2.4,Overheating
INC-000787,AST-00315,2025-06-28,Medium,4.5,Inspection finding
INC-000788,AST-00316,2025-01-06,Low,2.2,Protection trip
INC-000789,AST-00316,2026-01-07,Low,1.6,Inspection finding
INC-000790,AST-00317,2025-09-13,Medium,3.0,Electrical fault
INC-000791,AST-00317,2026-02-06,Medium,2.8,Physical damage
INC-000792,AST-00318,2025-07-23,High,9.2,Inspection finding
INC-000793,AST-00318,2026-08-18,Medium,2.6,Physical damage
INC-000794,AST-00318,2026-02-20,High,1.7,Physical damage
INC-000795,AST-00319,2024-03-26,Medium,0.8,Inspection finding
INC-000796,AST-00319,2024-10-01,Medium,4.5,Protection trip
INC-000797,AST-00319,2026-03-23,Medium,1.9,Inspection finding
INC-000798,AST-00319,2026-05-13,Low,0.9,Inspection finding
INC-000799,AST-00320,2025-05-22,Critical,11.2,Electrical fault
INC-000800,AST-00320,2024-07-16,Medium,0.9,Overheating
INC-000801,AST-00320,2026-08-29,Medium,1.4,Physical damage
INC-000802,AST-00320,2025-06-10,Critical,20.2,Inspection finding
INC-000803,AST-00320,2025-08-14,Medium,7.4,Inspection finding
INC-000804,AST-00320,2026-04-10,Low,2.5,Overheating
INC-000805,AST-00320,2024-09-13,High,0.4,Inspection finding
INC-000806,AST-00320,2024-10-19,Medium,4.5,Electrical fault
INC-000807,AST-00320,2024-07-09,High,3.7,Overheating
INC-000808,AST-00321,2026-02-26,Low,2.9,Electrical fault
INC-000809,AST-00322,2024-10-01,Medium,3.0,Physical damage
INC-000810,AST-00324,2024-07-22,Medium,5.5,Electrical fault
INC-000811,AST-00324,2025-07-14,Medium,1.7,Overheating
INC-000812,AST-00325,2026-04-22,Medium,0.9,Overheating
INC-000813,AST-00325,2024-04-14,Low,5.3,Protection trip
INC-000814,AST-00325,2025-10-13,High,2.1,Protection trip
INC-000815,AST-00326,2025-11-04,Medium,7.1,Protection trip
INC-000816,AST-00326,2025-10-30,Medium,1.0,Overheating
INC-000817,AST-00326,2026-04-06,Critical,14.1,Inspection finding
INC-000818,AST-00326,2025-09-13,Medium,2.6,Electrical fault
INC-000819,AST-00326,2025-09-16,Low,0.8,Overheating
INC-000820,AST-00326,2026-02-13,Low,2.1,Inspection finding
INC-000821,AST-00327,2026-07-21,Low,0.6,Overheating
INC-000822,AST-00327,2024-01-08,Low,0.9,Electrical fault
INC-000823,AST-00327,2025-03-12,Medium,1.8,Protection trip
INC-000824,AST-00330,2026-02-27,Medium,3.7,Electrical fault
INC-000825,AST-00330,2024-07-23,Medium,1.6,Inspection finding
INC-000826,AST-00332,2024-06-19,High,6.7,Electrical fault
INC-000827,AST-00332,2025-01-20,Low,1.9,Protection trip
INC-000828,AST-00332,2024-08-14,Medium,1.0,Overheating
INC-000829,AST-00333,2026-04-30,Low,0.7,Physical damage
INC-000830,AST-00333,2026-06-08,Medium,3.0,Physical damage
INC-000831,AST-00333,2025-08-11,High,6.5,Inspection finding
INC-000832,AST-00334,2026-05-24,Medium,2.7,Electrical fault
INC-000833,AST-00334,2026-05-17,Low,1.9,Physical damage
INC-000834,AST-00334,2025-09-08,Low,2.2,Overheating
INC-000835,AST-00335,2026-01-11,Medium,1.4,Inspection finding
INC-000836,AST-00336,2024-08-01,High,8.7,Protection trip
INC-000837,AST-00336,2024-12-06,High,5.9,Overheating
INC-000838,AST-00337,2026-01-24,Medium,1.1,Inspection finding
INC-000839,AST-00337,2024-04-26,Medium,5.3,Overheating
INC-000840,AST-00337,2024-09-24,Low,0.4,Physical damage
INC-000841,AST-00338,2024-05-17,Medium,1.3,Overheating
INC-000842,AST-00338,2025-11-07,Medium,5.8,Physical damage
INC-000843,AST-00338,2025-02-01,Medium,1.2,Protection trip
INC-000844,AST-00339,2025-08-13,Low,2.4,Protection trip
INC-000845,AST-00339,2024-08-13,Medium,6.2,Protection trip
INC-000846,AST-00341,2024-10-09,High,5.1,Electrical fault
INC-000847,AST-00342,2024-10-06,Low,1.4,Physical damage
INC-000848,AST-00342,2024-09-05,High,4.6,Inspection finding
INC-000849,AST-00343,2024-03-22,Medium,2.3,Physical damage
INC-000850,AST-00344,2024-02-25,Low,1.4,Inspection finding
INC-000851,AST-00344,2025-04-27,High,4.6,Electrical fault
INC-000852,AST-00344,2025-11-13,Critical,19.2,Overheating
INC-000853,AST-00345,2025-09-30,Critical,2.9,Protection trip
INC-000854,AST-00345,2025-02-09,Medium,2.4,Protection trip
INC-000855,AST-00345,2025-02-20,Low,1.9,Physical damage
INC-000856,AST-00345,2025-11-09,Medium,4.5,Electrical fault
INC-000857,AST-00345,2024-11-07,Low,0.6,Physical damage
INC-000858,AST-00346,2024-05-09,Medium,2.1,Protection trip
INC-000859,AST-00347,2025-09-25,Low,3.1,Electrical fault
