asset_id,inspection_date,condition_score,condition_band
AST-00216,2025-06-24,83.9,Good
AST-00216,2025-09-22,77.8,Good
AST-00216,2025-12-21,79.3,Good
AST-00216,2026-03-21,76.2,Good
AST-00216,2026-06-19,83.2,Good
AST-00217,2024-01-01,85.1,Good
AST-00217,2024-03-31,91.9,Good
AST-00217,2024-06-29,90.3,Good
AST-00217,2024-09-27,88.4,Good
AST-00217,2024-12-26,85.2,Good
AST-00217,2025-03-26,84.5,Good
AST-00217,2025-06-24,80.7,Good
AST-00217,2025-09-22,74.7,Fair
AST-00217,2025-12-21,83.1,Good
AST-00217,2026-03-21,82.7,Good
AST-00217,2026-06-19,79.2,Good
AST-00218,2024-01-01,56.7,Poor
AST-00218,2024-03-31,50.2,Poor
AST-00218,2024-06-29,59.3,Poor
AST-00218,2024-09-27,52.0,Poor
AST-00218,2024-12-26,54.6,Poor
AST-00218,2025-03-26,51.3,Poor
AST-00218,2025-06-24,50.0,Poor
AST-00218,2025-09-22,55.8,Poor
AST-00218,2025-12-21,49.5,Poor
AST-00218,2026-03-21,50.9,Poor
AST-00218,2026-06-19,51.1,Poor
AST-00219,2024-01-01,69.3,Fair
AST-00219,2024-03-31,71.5,Fair
AST-00219,2024-06-29,73.0,Fair
AST-00219,2024-09-27,70.9,Fair
AST-00219,2024-12-26,69.7,Fair
AST-00219,2025-03-26,67.5,Fair
AST-00219,2025-06-24,69.3,Fair
AST-00219,2025-09-22,68.7,Fair
AST-00219,2025-12-21,70.7,Fair
AST-00219,2026-03-21,73.1,Fair
AST-00219,2026-06-19,73.3,Fair
AST-00220,2024-01-01,100.0,Good
AST-00220,2024-03-31,98.2,Good
AST-00220,2024-06-29,92.2,Good
AST-00220,2024-09-27,96.0,Good
AST-00220,2024-12-26,96.0,Good
AST-00220,2025-03-26,92.0,Good
AST-00220,2025-06-24,86.2,Good
AST-00220,2025-09-22,91.0,Good
AST-00220,2025-12-21,87.4,Good
AST-00220,2026-03-21,77.5,Good
AST-00220,2026-06-19,86.7,Good
AST-00221,2024-01-01,66.7,Fair
AST-00221,2024-03-31,65.0,Fair
AST-00221,2024-06-29,64.6,Fair
AST-00221,2024-09-27,63.7,Fair
AST-00221,2024-12-26,62.9,Fair
AST-00221,2025-03-26,69.0,Fair
AST-00221,2025-06-24,56.5,Poor
AST-00221,2025-09-22,62.2,Fair
AST-00221,2025-12-21,61.8,Fair
AST-00221,2026-03-21,60.8,Fair
AST-00221,2026-06-19,62.1,Fair
AST-00222,2024-01-01,92.5,Good
AST-00222,2024-03-31,86.6,Good
AST-00222,2024-06-29,85.2,Good
AST-00222,2024-09-27,86.3,Good
AST-00222,2024-12-26,83.9,Good
AST-00222,2025-03-26,86.8,Good
AST-00222,2025-06-24,80.6,Good
AST-00222,2025-09-22,80.5,Good
AST-00222,2025-12-21,80.2,Good
AST-00222,2026-03-21,79.1,Good
AST-00222,2026-06-19,80.1,Good
AST-00223,2024-01-01,95.3,Good
AST-00223,2024-03-31,98.2,Good
AST-00223,2024-06-29,94.3,Good
AST-00223,2024-09-27,100.0,Good
AST-00223,2024-12-26,93.8,Good
AST-00223,2025-03-26,98.2,Good
AST-00223,2025-06-24,94.5,Good
AST-00223,2025-09-22,96.7,Good
AST-00223,2025-12-21,92.8,Good
AST-00223,2026-03-21,94.8,Good
AST-00223,2026-06-19,93.4,Good
AST-00224,2024-01-01,74.4,Fair
AST-00224,2024-03-31,74.2,Fair
AST-00224,2024-06-29,73.0,Fair
AST-00224,2024-09-27,76.6,Good
AST-00224,2024-12-26,76.7,Good
AST-00224,2025-03-26,71.7,Fair
AST-00224,2025-06-24,69.3,Fair
AST-00224,2025-09-22,65.0,Fair
AST-00224,2025-12-21,63.3,Fair
AST-00224,2026-03-21,65.2,Fair
AST-00224,2026-06-19,68.0,Fair
AST-00225,2024-01-01,64.2,Fair
AST-00225,2024-03-31,72.8,Fair
AST-00225,2024-06-29,71.8,Fair
AST-00225,2024-09-27,70.3,Fair
AST-00225,2024-12-26,67.0,Fair
AST-00225,2025-03-26,66.4,Fair
AST-00225,2025-06-24,65.2,Fair
AST-00225,2025-09-22,57.2,Poor
AST-00225,2025-12-21,67.0,Fair
AST-00225,2026-03-21,71.2,Fair
AST-00225,2026-06-19,66.4,Fair
AST-00226,2024-01-01,69.3,Fair
AST-00226,2024-03-31,71.8,Fair
AST-00226,2024-06-29,76.4,Good
AST-00226,2024-09-27,67.2,Fair
AST-00226,2024-12-26,67.8,Fair
AST-00226,2025-03-26,71.3,Fair
AST-00226,2025-06-24,71.9,Fair
AST-00226,2025-09-22,69.6,Fair
AST-00226,2025-12-21,64.1,Fair
AST-00226,2026-03-21,66.4,Fair
AST-00226,2026-06-19,65.4,Fair
AST-00227,2024-01-01,42.1,Critical
AST-00227,2024-03-31,39.5,Critical
AST-00227,2024-06-29,42.1,Critical
AST-00227,2024-09-27,39.6,Critical
AST-00227,2024-12-26,39.2,Critical
AST-00227,2025-03-26,35.0,Critical
AST-00227,2025-06-24,38.9,Critical
AST-00227,2025-09-22,37.4,Critical
AST-00227,2025-12-21,32.4,Critical
AST-00227,2026-03-21,33.2,Critical
AST-00227,2026-06-19,31.5,Critical
AST-00228,2024-01-01,59.0,Poor
AST-00228,2024-03-31,54.8,Poor
AST-00228,2024-06-29,55.6,Poor
AST-00228,2024-09-27,55.2,Poor
AST-00228,2024-12-26,54.5,Poor
AST-00228,2025-03-26,51.9,Poor
AST-00228,2025-06-24,41.2,Critical
AST-00228,2025-09-22,48.8,Poor
AST-00228,2025-12-21,48.9,Poor
AST-00228,2026-03-21,44.2,Critical
AST-00228,2026-06-19,49.4,Poor
AST-00229,2024-01-01,94.5,Good
AST-00229,2024-03-31,92.8,Good
AST-00229,2024-06-29,100.0,Good
AST-00229,2024-09-27,90.6,Good
AST-00229,2024-12-26,92.5,Good
AST-00229,2025-03-26,96.6,Good
AST-00229,2025-06-24,91.1,Good
AST-00229,2025-09-22,84.0,Good
AST-00229,2025-12-21,80.2,Good
AST-00229,2026-03-21,78.7,Good
AST-00229,2026-06-19,84.7,Good
AST-00230,2024-01-01,42.1,Critical
AST-00230,2024-03-31,38.8,Critical
AST-00230,2024-06-29,40.4,Critical
AST-00230,2024-09-27,38.7,Critical
AST-00230,2024-12-26,38.5,Critical
AST-00230,2025-03-26,43.0,Critical
AST-00230,2025-06-24,35.8,Critical
AST-00230,2025-09-22,33.9,Critical
AST-00230,2025-12-21,37.9,Critical
AST-00230,2026-03-21,43.2,Critical
AST-00230,2026-06-19,33.3,Critical
AST-00231,2024-01-01,60.5,Fair
AST-00231,2024-03-31,59.0,Poor
AST-00231,2024-06-29,61.3,Fair
AST-00231,2024-09-27,58.9,Poor
AST-00231,2024-12-26,59.8,Poor
AST-00231,2025-03-26,55.3,Poor
AST-00231,2025-06-24,57.0,Poor
AST-00231,2025-09-22,51.3,Poor
AST-00231,2025-12-21,49.3,Poor
AST-00231,2026-03-21,54.4,Poor
AST-00231,2026-06-19,55.8,Poor
AST-00232,2024-01-01,86.8,Good
AST-00232,2024-03-31,92.1,Good
AST-00232,2024-06-29,85.8,Good
AST-00232,2024-09-27,83.6,Good
AST-00232,2024-12-26,85.7,Good
AST-00232,2025-03-26,83.2,Good
AST-00232,2025-06-24,77.8,Good
AST-00232,2025-09-22,76.0,Good
AST-00232,2025-12-21,88.9,Good
AST-00232,2026-03-21,80.8,Good
AST-00232,2026-06-19,74.7,Fair
AST-00233,2024-01-01,58.3,Poor
AST-00233,2024-03-31,56.3,Poor
AST-00233,2024-06-29,61.0,Fair
AST-00233,2024-09-27,55.2,Poor
AST-00233,2024-12-26,55.2,Poor
AST-00233,2025-03-26,59.9,Poor
AST-00233,2025-06-24,48.5,Poor
AST-00233,2025-09-22,56.8,Poor
AST-00233,2025-12-21,46.9,Poor
AST-00233,2026-03-21,55.2,Poor
AST-00233,2026-06-19,45.1,Poor
AST-00234,2024-01-01,89.4,Good
AST-00234,2024-03-31,89.2,Good
AST-00234,2024-06-29,89.7,Good
AST-00234,2024-09-27,88.0,Good
AST-00234,2024-12-26,85.6,Good
AST-00234,2025-03-26,79.0,Good
AST-00234,2025-06-24,89.8,Good
AST-00234,2025-09-22,82.9,Good
AST-00234,2025-12-21,83.3,Good
AST-00234,2026-03-21,78.6,Good
AST-00234,2026-06-19,83.9,Good
AST-00235,2024-01-01,77.9,Good
AST-00235,2024-03-31,80.8,Good
AST-00235,2024-06-29,77.6,Good
AST-00235,2024-09-27,81.6,Good
AST-00235,2024-12-26,79.0,Good
AST-00235,2025-03-26,80.7,Good
AST-00235,2025-06-24,77.7,Good
AST-00235,2025-09-22,73.9,Fair
AST-00235,2025-12-21,82.3,Good
AST-00235,2026-03-21,75.9,Good
AST-00235,2026-06-19,76.8,Good
AST-00236,2024-01-01,69.7,Fair
AST-00236,2024-03-31,65.8,Fair
AST-00236,2024-06-29,71.5,Fair
AST-00236,2024-09-27,65.7,Fair
AST-00236,2024-12-26,69.4,Fair
AST-00236,2025-03-26,67.0,Fair
AST-00236,2025-06-24,66.9,Fair
AST-00236,2025-09-22,62.7,Fair
AST-00236,2025-12-21,57.2,Poor
AST-00236,2026-03-21,64.6,Fair
AST-00236,2026-06-19,62.3,Fair
AST-00237,2024-01-01,88.5,Good
AST-00237,2024-03-31,90.4,Good
AST-00237,2024-06-29,97.2,Good
AST-00237,2024-09-27,92.8,Good
AST-00237,2024-12-26,92.0,Good
AST-00237,2025-03-26,90.9,Good
AST-00237,2025-06-24,88.9,Good
AST-00237,2025-09-22,88.0,Good
AST-00237,2025-12-21,88.8,Good
AST-00237,2026-03-21,84.0,Good
AST-00237,2026-06-19,89.1,Good
AST-00238,2024-01-01,88.4,Good
AST-00238,2024-03-31,87.0,Good
AST-00238,2024-06-29,83.7,Good
AST-00238,2024-09-27,88.9,Good
AST-00238,2024-12-26,87.4,Good
AST-00238,2025-03-26,86.0,Good
AST-00238,2025-06-24,82.7,Good
AST-00238,2025-09-22,79.4,Good
AST-00238,2025-12-21,77.8,Good
AST-00238,2026-03-21,80.7,Good
AST-00238,2026-06-19,81.5,Good
AST-00239,2024-01-01,79.1,Good
AST-00239,2024-03-31,75.1,Good
AST-00239,2024-06-29,80.5,Good
AST-00239,2024-09-27,79.6,Good
AST-00239,2024-12-26,78.5,Good
AST-00239,2025-03-26,72.9,Fair
AST-00239,2025-06-24,77.1,Good
AST-00239,2025-09-22,80.7,Good
AST-00239,2025-12-21,75.2,Good
AST-00239,2026-03-21,75.1,Good
AST-00239,2026-06-19,74.9,Fair
AST-00240,2024-01-01,52.8,Poor
AST-00240,2024-03-31,48.7,Poor
AST-00240,2024-06-29,48.7,Poor
AST-00240,2024-09-27,50.1,Poor
AST-00240,2024-12-26,53.4,Poor
AST-00240,2025-03-26,53.1,Poor
AST-00240,2025-06-24,47.5,Poor
AST-00240,2025-09-22,43.1,Critical
AST-00240,2025-12-21,42.4,Critical
AST-00240,2026-03-21,45.1,Poor
AST-00240,2026-06-19,39.7,Critical
AST-00241,2024-01-01,97.2,Good
AST-00241,2024-03-31,97.2,Good
AST-00241,2024-06-29,95.4,Good
AST-00241,2024-09-27,91.6,Good
AST-00241,2024-12-26,90.8,Good
AST-00241,2025-03-26,95.5,Good
AST-00241,2025-06-24,93.4,Good
AST-00241,2025-09-22,89.5,Good
AST-00241,2025-12-21,88.9,Good
AST-00241,2026-03-21,86.4,Good
AST-00241,2026-06-19,85.3,Good
AST-00242,2024-01-01,55.5,Poor
AST-00242,2024-03-31,56.0,Poor
AST-00242,2024-06-29,60.2,Fair
AST-00242,2024-09-27,51.3,Poor
AST-00242,2024-12-26,59.0,Poor
AST-00242,2025-03-26,62.5,Fair
AST-00242,2025-06-24,54.6,Poor
AST-00242,2025-09-22,52.0,Poor
AST-00242,2025-12-21,53.0,Poor
AST-00242,2026-03-21,44.2,Critical
AST-00242,2026-06-19,51.5,Poor
AST-00243,2024-01-01,82.0,Good
AST-00243,2024-03-31,82.9,Good
AST-00243,2024-06-29,79.8,Good
AST-00243,2024-09-27,77.8,Good
AST-00243,2024-12-26,73.5,Fair
AST-00243,2025-03-26,76.1,Good
AST-00243,2025-06-24,76.6,Good
AST-00243,2025-09-22,72.4,Fair
AST-00243,2025-12-21,71.5,Fair
AST-00243,2026-03-21,73.4,Fair
AST-00243,2026-06-19,66.5,Fair
AST-00244,2024-01-01,99.0,Good
AST-00244,2024-03-31,100.0,Good
AST-00244,2024-06-29,95.5,Good
AST-00244,2024-09-27,100.0,Good
AST-00244,2024-12-26,91.8,Good
AST-00244,2025-03-26,88.8,Good
AST-00244,2025-06-24,96.2,Good
AST-00244,2025-09-22,94.7,Good
AST-00244,2025-12-21,98.9,Good
AST-00244,2026-03-21,86.0,Good
AST-00244,2026-06-19,90.3,Good
AST-00245,2024-01-01,67.3,Fair
AST-00245,2024-03-31,72.3,Fair
AST-00245,2024-06-29,68.8,Fair
AST-00245,2024-09-27,62.5,Fair
AST-00245,2024-12-26,68.8,Fair
AST-00245,2025-03-26,59.6,Poor
AST-00245,2025-06-24,62.2,Fair
AST-00245,2025-09-22,59.2,Poor
AST-00245,2025-12-21,56.4,Poor
AST-00245,2026-03-21,56.0,Poor
AST-00245,2026-06-19,55.0,Poor
AST-00246,2024-01-01,56.6,Poor
AST-00246,2024-03-31,57.4,Poor
AST-00246,2024-06-29,63.0,Fair
AST-00246,2024-09-27,55.3,Poor
AST-00246,2024-12-26,57.2,Poor
AST-00246,2025-03-26,59.3,Poor
AST-00246,2025-06-24,54.2,Poor
AST-00246,2025-09-22,57.3,Poor
AST-00246,2025-12-21,56.8,Poor
AST-00246,2026-03-21,52.3,Poor
AST-00246,2026-06-19,56.0,Poor
AST-00247,2024-01-01,78.6,Good
AST-00247,2024-03-31,76.9,Good
AST-00247,2024-06-29,77.6,Good
AST-00247,2024-09-27,73.4,Fair
AST-00247,2024-12-26,77.1,Good
AST-00247,2025-03-26,79.7,Good
AST-00247,2025-06-24,71.8,Fair
AST-00247,2025-09-22,74.8,Fair
AST-00247,2025-12-21,72.9,Fair
AST-00247,2026-03-21,66.9,Fair
AST-00247,2026-06-19,76.4,Good
AST-00248,2024-01-01,67.8,Fair
AST-00248,2024-03-31,77.6,Good
AST-00248,2024-06-29,63.8,Fair
AST-00248,2024-09-27,69.5,Fair
AST-00248,2024-12-26,73.0,Fair
AST-00248,2025-03-26,69.6,Fair
AST-00248,2025-06-24,67.5,Fair
AST-00248,2025-09-22,69.5,Fair
AST-00248,2025-12-21,68.4,Fair
AST-00248,2026-03-21,61.3,Fair
AST-00248,2026-06-19,55.6,Poor
AST-00249,2024-01-01,95.5,Good
AST-00249,2024-03-31,93.2,Good
AST-00249,2024-06-29,92.8,Good
AST-00249,2024-09-27,95.1,Good
AST-00249,2024-12-26,97.6,Good
AST-00249,2025-03-26,94.8,Good
AST-00249,2025-06-24,87.7,Good
AST-00249,2025-09-22,91.8,Good
AST-00249,2025-12-21,92.2,Good
AST-00249,2026-03-21,90.3,Good
AST-00249,2026-06-19,86.4,Good
AST-00250,2024-01-01,82.6,Good
AST-00250,2024-03-31,77.1,Good
AST-00250,2024-06-29,76.9,Good
AST-00250,2024-09-27,78.9,Good
AST-00250,2024-12-26,79.7,Good
AST-00250,2025-03-26,74.7,Fair
AST-00250,2025-06-24,76.6,Good
AST-00250,2025-09-22,75.2,Good
AST-00250,2025-12-21,76.8,Good
AST-00250,2026-03-21,70.0,Fair
AST-00250,2026-06-19,68.3,Fair
AST-00251,2024-01-01,72.9,Fair
AST-00251,2024-03-31,74.3,Fair
AST-00251,2024-06-29,73.1,Fair
AST-00251,2024-09-27,68.6,Fair
AST-00251,2024-12-26,75.1,Good
AST-00251,2025-03-26,65.4,Fair
AST-00251,2025-06-24,65.2,Fair
AST-00251,2025-09-22,65.4,Fair
AST-00251,2025-12-21,70.5,Fair
AST-00251,2026-03-21,63.6,Fair
AST-00251,2026-06-19,65.5,Fair
AST-00252,2024-01-01,73.0,Fair
AST-00252,2024-03-31,77.9,Good
AST-00252,2024-06-29,73.0,Fair
AST-00252,2024-09-27,80.1,Good
AST-00252,2024-12-26,78.9,Good
AST-00252,2025-03-26,80.7,Good
AST-00252,2025-06-24,73.4,Fair
AST-00252,2025-09-22,70.2,Fair
AST-00252,2025-12-21,68.2,Fair
AST-00252,2026-03-21,78.1,Good
AST-00252,2026-06-19,73.4,Fair
AST-00253,2024-01-01,84.7,Good
AST-00253,2024-03-31,85.8,Good
AST-00253,2024-06-29,87.3,Good
AST-00253,2024-09-27,83.8,Good
AST-00253,2024-12-26,88.9,Good
AST-00253,2025-03-26,87.9,Good
AST-00253,2025-06-24,76.9,Good
AST-00253,2025-09-22,86.5,Good
AST-00253,2025-12-21,83.1,Good
AST-00253,2026-03-21,76.6,Good
AST-00253,2026-06-19,77.7,Good
AST-00254,2024-01-01,63.1,Fair
AST-00254,2024-03-31,66.8,Fair
AST-00254,2024-06-29,63.1,Fair
AST-00254,2024-09-27,63.2,Fair
AST-00254,2024-12-26,62.8,Fair
AST-00254,2025-03-26,60.9,Fair
AST-00254,2025-06-24,64.5,Fair
AST-00254,2025-09-22,55.6,Poor
AST-00254,2025-12-21,63.1,Fair
AST-00254,2026-03-21,60.1,Fair
AST-00254,2026-06-19,57.0,Poor
AST-00255,2024-01-01,80.8,Good
AST-00255,2024-03-31,75.5,Good
AST-00255,2024-06-29,88.2,Good
AST-00255,2024-09-27,78.1,Good
AST-00255,2024-12-26,84.4,Good
AST-00255,2025-03-26,78.6,Good
AST-00255,2025-06-24,82.2,Good
AST-00255,2025-09-22,75.7,Good
AST-00255,2025-12-21,81.5,Good
AST-00255,2026-03-21,75.2,Good
AST-00255,2026-06-19,81.2,Good
AST-00256,2024-01-01,69.4,Fair
AST-00256,2024-03-31,56.9,Poor
AST-00256,2024-06-29,62.0,Fair
AST-00256,2024-09-27,73.1,Fair
AST-00256,2024-12-26,65.7,Fair
AST-00256,2025-03-26,66.7,Fair
AST-00256,2025-06-24,58.7,Poor
AST-00256,2025-09-22,54.9,Poor
AST-00256,2025-12-21,53.5,Poor
AST-00256,2026-03-21,55.3,Poor
AST-00256,2026-06-19,52.9,Poor
AST-00257,2024-01-01,64.4,Fair
AST-00257,2024-03-31,59.0,Poor
AST-00257,2024-06-29,63.8,Fair
AST-00257,2024-09-27,56.4,Poor
AST-00257,2024-12-26,57.4,Poor
AST-00257,2025-03-26,61.3,Fair
AST-00257,2025-06-24,63.3,Fair
AST-00257,2025-09-22,62.4,Fair
AST-00257,2025-12-21,58.2,Poor
AST-00257,2026-03-21,58.6,Poor
AST-00257,2026-06-19,51.0,Poor
AST-00258,2024-01-01,72.9,Fair
AST-00258,2024-03-31,71.2,Fair
AST-00258,2024-06-29,67.9,Fair
AST-00258,2024-09-27,71.4,Fair
AST-00258,2024-12-26,68.7,Fair
AST-00258,2025-03-26,67.2,Fair
AST-00258,2025-06-24,65.9,Fair
AST-00258,2025-09-22,65.6,Fair
AST-00258,2025-12-21,66.2,Fair
AST-00258,2026-03-21,57.6,Poor
AST-00258,2026-06-19,66.3,Fair
AST-00259,2024-01-01,100.0,Good
AST-00259,2024-03-31,94.8,Good
AST-00259,2024-06-29,94.2,Good
AST-00259,2024-09-27,96.8,Good
AST-00259,2024-12-26,100.0,Good
AST-00259,2025-03-26,94.7,Good
AST-00259,2025-06-24,92.3,Good
AST-00259,2025-09-22,90.2,Good
AST-00259,2025-12-21,100.0,Good
AST-00259,2026-03-21,95.7,Good
AST-00259,2026-06-19,88.9,Good
AST-00260,2024-01-01,53.7,Poor
AST-00260,2024-03-31,46.3,Poor
AST-00260,2024-06-29,39.2,Critical
AST-00260,2024-09-27,40.1,Critical
AST-00260,2024-12-26,42.3,Critical
AST-00260,2025-03-26,35.7,Critical
AST-00260,2025-06-24,35.8,Critical
AST-00260,2025-09-22,38.7,Critical
AST-00260,2025-12-21,39.5,Critical
AST-00260,2026-03-21,36.3,Critical
AST-00260,2026-06-19,40.9,Critical
AST-00261,2024-01-01,98.2,Good
AST-00261,2024-03-31,98.1,Good
AST-00261,2024-06-29,97.4,Good
AST-00261,2024-09-27,93.5,Good
AST-00261,2024-12-26,97.1,Good
AST-00261,2025-03-26,93.8,Good
AST-00261,2025-06-24,97.2,Good
AST-00261,2025-09-22,88.1,Good
AST-00261,2025-12-21,90.3,Good
AST-00261,2026-03-21,85.3,Good
AST-00261,2026-06-19,85.4,Good
AST-00262,2024-01-01,61.5,Fair
AST-00262,2024-03-31,58.9,Poor
AST-00262,2024-06-29,63.9,Fair
AST-00262,2024-09-27,63.8,Fair
AST-00262,2024-12-26,55.9,Poor
AST-00262,2025-03-26,56.7,Poor
AST-00262,2025-06-24,56.3,Poor
AST-00262,2025-09-22,55.3,Poor
AST-00262,2025-12-21,52.7,Poor
AST-00262,2026-03-21,57.9,Poor
AST-00262,2026-06-19,50.1,Poor
AST-00263,2024-01-01,87.5,Good
AST-00263,2024-03-31,82.6,Good
AST-00263,2024-06-29,85.0,Good
AST-00263,2024-09-27,86.2,Good
AST-00263,2024-12-26,81.7,Good
AST-00263,2025-03-26,85.5,Good
AST-00263,2025-06-24,79.8,Good
AST-00263,2025-09-22,80.5,Good
AST-00263,2025-12-21,79.4,Good
AST-00263,2026-03-21,81.8,Good
AST-00263,2026-06-19,74.1,Fair
AST-00264,2024-01-01,74.4,Fair
AST-00264,2024-03-31,73.6,Fair
AST-00264,2024-06-29,73.5,Fair
AST-00264,2024-09-27,72.9,Fair
AST-00264,2024-12-26,70.8,Fair
AST-00264,2025-03-26,73.1,Fair
AST-00264,2025-06-24,76.4,Good
AST-00264,2025-09-22,74.2,Fair
AST-00264,2025-12-21,78.8,Good
AST-00264,2026-03-21,69.5,Fair
AST-00264,2026-06-19,67.1,Fair
AST-00265,2024-01-01,87.1,Good
AST-00265,2024-03-31,86.7,Good
AST-00265,2024-06-29,86.7,Good
AST-00265,2024-09-27,86.2,Good
AST-00265,2024-12-26,82.3,Good
AST-00265,2025-03-26,90.8,Good
AST-00265,2025-06-24,86.2,Good
AST-00265,2025-09-22,79.8,Good
AST-00265,2025-12-21,76.2,Good
AST-00265,2026-03-21,75.9,Good
AST-00265,2026-06-19,79.2,Good
AST-00266,2024-01-01,93.7,Good
AST-00266,2024-03-31,88.2,Good
AST-00266,2024-06-29,88.3,Good
AST-00266,2024-09-27,86.1,Good
AST-00266,2024-12-26,90.2,Good
AST-00266,2025-03-26,92.7,Good
AST-00266,2025-06-24,90.6,Good
AST-00266,2025-09-22,83.7,Good
AST-00266,2025-12-21,85.3,Good
AST-00266,2026-03-21,80.0,Good
AST-00266,2026-06-19,83.4,Good
AST-00267,2024-01-01,63.4,Fair
AST-00267,2024-03-31,53.8,Poor
AST-00267,2024-06-29,59.2,Poor
AST-00267,2024-09-27,58.0,Poor
AST-00267,2024-12-26,56.7,Poor
AST-00267,2025-03-26,56.1,Poor
AST-00267,2025-06-24,65.8,Fair
AST-00267,2025-09-22,58.5,Poor
AST-00267,2025-12-21,55.8,Poor
AST-00267,2026-03-21,54.5,Poor
AST-00267,2026-06-19,55.0,Poor
AST-00268,2024-01-01,61.4,Fair
AST-00268,2024-03-31,63.7,Fair
AST-00268,2024-06-29,58.9,Poor
AST-00268,2024-09-27,60.9,Fair
AST-00268,2024-12-26,64.1,Fair
AST-00268,2025-03-26,64.0,Fair
AST-00268,2025-06-24,54.0,Poor
AST-00268,2025-09-22,62.3,Fair
AST-00268,2025-12-21,57.3,Poor
AST-00268,2026-03-21,62.8,Fair
AST-00268,2026-06-19,54.9,Poor
AST-00269,2024-01-01,98.8,Good
AST-00269,2024-03-31,99.5,Good
AST-00269,2024-06-29,100.0,Good
AST-00269,2024-09-27,100.0,Good
AST-00269,2024-12-26,94.1,Good
AST-00269,2025-03-26,93.3,Good
AST-00269,2025-06-24,98.7,Good
AST-00269,2025-09-22,92.3,Good
AST-00269,2025-12-21,99.3,Good
AST-00269,2026-03-21,94.9,Good
AST-00269,2026-06-19,88.3,Good
AST-00270,2024-01-01,48.0,Poor
AST-00270,2024-03-31,45.0,Poor
AST-00270,2024-06-29,42.6,Critical
AST-00270,2024-09-27,40.7,Critical
AST-00270,2024-12-26,43.5,Critical
AST-00270,2025-03-26,37.2,Critical
AST-00270,2025-06-24,36.5,Critical
AST-00270,2025-09-22,35.9,Critical
AST-00270,2025-12-21,35.3,Critical
AST-00270,2026-03-21,36.6,Critical
AST-00270,2026-06-19,35.9,Critical
AST-00271,2024-01-01,79.3,Good
AST-00271,2024-03-31,82.4,Good
AST-00271,2024-06-29,76.3,Good
AST-00271,2024-09-27,71.1,Fair
AST-00271,2024-12-26,71.8,Fair
AST-00271,2025-03-26,69.6,Fair
AST-00271,2025-06-24,64.1,Fair
AST-00271,2025-09-22,67.9,Fair
AST-00271,2025-12-21,61.5,Fair
AST-00271,2026-03-21,64.6,Fair
AST-00271,2026-06-19,61.6,Fair
AST-00272,2024-01-01,70.8,Fair
AST-00272,2024-03-31,77.8,Good
AST-00272,2024-06-29,76.4,Good
AST-00272,2024-09-27,77.6,Good
AST-00272,2024-12-26,70.8,Fair
AST-00272,2025-03-26,72.4,Fair
AST-00272,2025-06-24,73.9,Fair
AST-00272,2025-09-22,78.9,Good
AST-00272,2025-12-21,71.1,Fair
AST-00272,2026-03-21,68.9,Fair
AST-00272,2026-06-19,67.1,Fair
AST-00273,2024-01-01,100.0,Good
AST-00273,2024-03-31,100.0,Good
AST-00273,2024-06-29,95.2,Good
AST-00273,2024-09-27,96.0,Good
AST-00273,2024-12-26,99.0,Good
AST-00273,2025-03-26,94.6,Good
AST-00273,2025-06-24,89.2,Good
AST-00273,2025-09-22,89.5,Good
AST-00273,2025-12-21,90.1,Good
AST-00273,2026-03-21,94.6,Good
AST-00273,2026-06-19,81.7,Good
AST-00274,2024-01-01,76.5,Good
AST-00274,2024-03-31,73.7,Fair
AST-00274,2024-06-29,78.7,Good
AST-00274,2024-09-27,73.3,Fair
AST-00274,2024-12-26,69.1,Fair
AST-00274,2025-03-26,67.9,Fair
AST-00274,2025-06-24,66.3,Fair
AST-00274,2025-09-22,66.7,Fair
AST-00274,2025-12-21,66.1,Fair
AST-00274,2026-03-21,59.4,Poor
AST-00274,2026-06-19,59.3,Poor
AST-00275,2024-01-01,91.7,Good
AST-00275,2024-03-31,90.4,Good
AST-00275,2024-06-29,87.7,Good
AST-00275,2024-09-27,81.8,Good
AST-00275,2024-12-26,84.6,Good
AST-00275,2025-03-26,85.5,Good
AST-00275,2025-06-24,84.5,Good
AST-00275,2025-09-22,88.8,Good
AST-00275,2025-12-21,82.9,Good
AST-00275,2026-03-21,81.9,Good
AST-00275,2026-06-19,85.5,Good
AST-00276,2024-01-01,80.1,Good
AST-00276,2024-03-31,72.3,Fair
AST-00276,2024-06-29,78.8,Good
AST-00276,2024-09-27,77.1,Good
AST-00276,2024-12-26,71.0,Fair
AST-00276,2025-03-26,67.9,Fair
AST-00276,2025-06-24,73.2,Fair
AST-00276,2025-09-22,69.0,Fair
AST-00276,2025-12-21,66.4,Fair
AST-00276,2026-03-21,66.4,Fair
AST-00276,2026-06-19,61.7,Fair
AST-00277,2024-01-01,83.7,Good
AST-00277,2024-03-31,85.0,Good
AST-00277,2024-06-29,82.7,Good
AST-00277,2024-09-27,82.6,Good
AST-00277,2024-12-26,79.7,Good
AST-00277,2025-03-26,81.6,Good
AST-00277,2025-06-24,83.1,Good
AST-00277,2025-09-22,74.9,Fair
AST-00277,2025-12-21,74.4,Fair
AST-00277,2026-03-21,78.8,Good
AST-00277,2026-06-19,77.0,Good
AST-00278,2024-01-01,91.8,Good
AST-00278,2024-03-31,97.0,Good
AST-00278,2024-06-29,94.3,Good
AST-00278,2024-09-27,90.7,Good
