asset_id,rank,driver,driver_points
AST-00998,4,Condition deterioration,0.0
AST-00998,5,Recent incidents,0.0
AST-00751,1,Asset criticality,8.0
AST-00751,2,Maintenance interval,3.78
AST-00751,3,Condition deterioration,0.0
AST-00751,4,Inspection decline,0.0
AST-00751,5,Recent incidents,0.0
AST-00909,1,Maintenance interval,11.74
AST-00909,2,Asset criticality,4.0
AST-00909,3,Inspection decline,1.0
AST-00909,4,Condition deterioration,0.0
AST-00909,5,Recent incidents,0.0
AST-00910,1,Asset criticality,8.0
AST-00910,2,Maintenance interval,1.68
AST-00910,3,Inspection decline,0.61
AST-00910,4,Condition deterioration,0.0
AST-00910,5,Recent incidents,0.0
AST-00911,1,Maintenance interval,12.0
AST-00911,2,Asset criticality,4.0
AST-00911,3,Inspection decline,0.95
AST-00911,4,Condition deterioration,0.0
AST-00911,5,Recent incidents,0.0
AST-00912,1,Maintenance interval,6.12
AST-00912,2,Asset criticality,6.0
AST-00912,3,Inspection decline,2.31
AST-00912,4,Condition deterioration,0.0
AST-00912,5,Recent incidents,0.0
AST-00913,1,Maintenance interval,7.76
AST-00913,2,Asset criticality,6.0
AST-00913,3,Condition deterioration,3.52
AST-00913,4,Inspection decline,0.0
AST-00913,5,Recent incidents,0.0
AST-00914,1,Asset criticality,10.0
AST-00914,2,Maintenance interval,4.11
AST-00914,3,Inspection decline,3.67
AST-00914,4,Condition deterioration,0.0
AST-00914,5,Recent incidents,0.0
AST-00915,1,Asset criticality,6.0
AST-00915,2,Maintenance interval,5.82
AST-00915,3,Inspection decline,1.51
AST-00915,4,Condition deterioration,0.0
AST-00915,5,Recent incidents,0.0
AST-00916,1,Maintenance interval,8.45
AST-00916,2,Asset criticality,2.0
AST-00916,3,Condition deterioration,0.0
AST-00916,4,Inspection decline,0.0
AST-00916,5,Recent incidents,0.0
AST-00917,1,Asset criticality,8.0
AST-00917,2,Inspection decline,4.95
AST-00917,3,Maintenance interval,4.04
AST-00917,4,Condition deterioration,0.0
AST-00917,5,Recent incidents,0.0
AST-00918,1,Condition deterioration,11.13
AST-00918,2,Asset criticality,6.0
AST-00918,3,Maintenance interval,5.82
AST-00918,4,Inspection decline,0.26
AST-00918,5,Recent incidents,0.0
AST-00919,1,Condition deterioration,13.26
AST-00919,2,Asset criticality,6.0
AST-00919,3,Inspection decline,5.6
AST-00919,4,Maintenance interval,1.68
AST-00919,5,Recent incidents,0.0
AST-00920,1,Asset criticality,6.0
AST-00920,2,Maintenance interval,3.12
AST-00920,3,Condition deterioration,0.0
AST-00920,4,Inspection decline,0.0
AST-00920,5,Recent incidents,0.0
AST-00921,1,Maintenance interval,8.42
AST-00921,2,Asset criticality,6.0
AST-00921,3,Condition deterioration,0.0
AST-00921,4,Inspection decline,0.0
AST-00921,5,Recent incidents,0.0
AST-00922,1,Asset criticality,8.0
AST-00922,2,Inspection decline,7.05
AST-00922,3,Condition deterioration,6.41
AST-00922,4,Recent incidents,5.0
AST-00922,5,Maintenance interval,4.08
AST-00923,1,Maintenance interval,12.0
AST-00923,2,Inspection decline,6.51
AST-00923,3,Asset criticality,4.0
AST-00923,4,Condition deterioration,0.0
AST-00923,5,Recent incidents,0.0
AST-00924,1,Asset criticality,6.0
AST-00924,2,Recent incidents,5.0
AST-00924,3,Maintenance interval,4.87
AST-00924,4,Condition deterioration,1.26
AST-00924,5,Inspection decline,0.0
AST-00925,1,Asset criticality,8.0
AST-00925,2,Maintenance interval,1.78
AST-00925,3,Inspection decline,1.36
AST-00925,4,Condition deterioration,0.0
AST-00925,5,Recent incidents,0.0
AST-00926,1,Asset criticality,6.0
AST-00926,2,Maintenance interval,1.94
AST-00926,3,Inspection decline,0.68
AST-00926,4,Condition deterioration,0.0
AST-00926,5,Recent incidents,0.0
AST-00927,1,Maintenance interval,12.0
AST-00927,2,Condition deterioration,4.15
AST-00927,3,Asset criticality,4.0
AST-00927,4,Inspection decline,0.0
AST-00927,5,Recent incidents,0.0
AST-00928,1,Asset criticality,8.0
AST-00928,2,Maintenance interval,3.68
AST-00928,3,Condition deterioration,0.0
AST-00928,4,Inspection decline,0.0
AST-00928,5,Recent incidents,0.0
AST-00929,1,Asset criticality,8.0
AST-00929,2,Recent incidents,5.0
AST-00929,3,Maintenance interval,0.26
AST-00929,4,Inspection decline,0.09
AST-00929,5,Condition deterioration,0.0
AST-00930,1,Asset criticality,6.0
AST-00930,2,Recent incidents,5.0
AST-00930,3,Condition deterioration,2.83
AST-00930,4,Maintenance interval,0.39
AST-00930,5,Inspection decline,0.0
AST-00931,1,Maintenance interval,7.69
AST-00931,2,Inspection decline,3.27
AST-00931,3,Asset criticality,2.0
AST-00931,4,Condition deterioration,0.0
AST-00931,5,Recent incidents,0.0
AST-00932,1,Condition deterioration,12.26
AST-00932,2,Asset criticality,8.0
AST-00932,3,Recent incidents,5.0
AST-00932,4,Inspection decline,3.19
AST-00932,5,Maintenance interval,1.28
AST-00933,1,Maintenance interval,6.48
AST-00933,2,Asset criticality,4.0
AST-00933,3,Inspection decline,1.12
AST-00933,4,Condition deterioration,0.0
AST-00933,5,Recent incidents,0.0
AST-00934,1,Asset criticality,8.0
AST-00934,2,Condition deterioration,4.21
AST-00934,3,Maintenance interval,2.96
AST-00934,4,Inspection decline,1.98
AST-00934,5,Recent incidents,0.0
AST-00935,1,Maintenance interval,11.87
AST-00935,2,Condition deterioration,5.09
AST-00935,3,Inspection decline,4.01
AST-00935,4,Asset criticality,4.0
AST-00935,5,Recent incidents,0.0
AST-00908,1,Condition deterioration,15.27
AST-00908,2,Asset criticality,6.0
AST-00908,3,Maintenance interval,4.24
AST-00908,4,Inspection decline,4.16
AST-00908,5,Recent incidents,0.0
AST-00936,1,Inspection decline,5.3
AST-00936,2,Asset criticality,4.0
AST-00936,3,Maintenance interval,2.17
AST-00936,4,Condition deterioration,0.0
AST-00936,5,Recent incidents,0.0
AST-00907,1,Asset criticality,8.0
AST-00907,2,Maintenance interval,4.6
AST-00907,3,Inspection decline,3.97
AST-00907,4,Condition deterioration,0.0
AST-00907,5,Recent incidents,0.0
AST-00905,1,Asset criticality,10.0
AST-00905,2,Maintenance interval,4.93
AST-00905,3,Condition deterioration,1.19
AST-00905,4,Inspection decline,0.18
AST-00905,5,Recent incidents,0.0
AST-00878,1,Asset criticality,8.0
AST-00878,2,Condition deterioration,7.04
AST-00878,3,Recent incidents,5.0
AST-00878,4,Inspection decline,1.84
AST-00878,5,Maintenance interval,0.2
AST-00879,1,Condition deterioration,16.28
AST-00879,2,Asset criticality,8.0
AST-00879,3,Recent incidents,5.0
AST-00879,4,Inspection decline,4.06
AST-00879,5,Maintenance interval,1.08
AST-00880,1,Condition deterioration,20.11
AST-00880,2,Repeat-failure signal,12.0
AST-00880,3,Recent incidents,10.0
AST-00880,4,Asset criticality,8.0
AST-00880,5,Inspection decline,4.36
AST-00881,1,Asset criticality,10.0
AST-00881,2,Maintenance interval,5.23
AST-00881,3,Inspection decline,1.38
AST-00881,4,Condition deterioration,0.0
AST-00881,5,Recent incidents,0.0
AST-00882,1,Asset criticality,6.0
AST-00882,2,Maintenance interval,2.2
AST-00882,3,Inspection decline,0.44
AST-00882,4,Condition deterioration,0.0
AST-00882,5,Recent incidents,0.0
AST-00883,1,Maintenance interval,11.77
AST-00883,2,Asset criticality,2.0
AST-00883,3,Inspection decline,1.66
AST-00883,4,Condition deterioration,0.0
AST-00883,5,Recent incidents,0.0
AST-00884,1,Maintenance interval,6.81
AST-00884,2,Asset criticality,6.0
AST-00884,3,Inspection decline,2.01
AST-00884,4,Condition deterioration,0.0
AST-00884,5,Recent incidents,0.0
AST-00885,1,Asset criticality,8.0
AST-00885,2,Inspection decline,6.97
AST-00885,3,Maintenance interval,5.26
AST-00885,4,Condition deterioration,3.71
AST-00885,5,Recent incidents,0.0
AST-00886,1,Maintenance interval,6.54
AST-00886,2,Asset criticality,4.0
AST-00886,3,Condition deterioration,0.0
AST-00886,4,Inspection decline,0.0
AST-00886,5,Recent incidents,0.0
AST-00887,1,Condition deterioration,9.37
AST-00887,2,Asset criticality,6.0
AST-00887,3,Maintenance interval,3.22
AST-00887,4,Inspection decline,1.5
AST-00887,5,Recent incidents,0.0
AST-00888,1,Maintenance interval,6.77
AST-00888,2,Asset criticality,6.0
AST-00888,3,Inspection decline,3.34
AST-00888,4,Condition deterioration,0.0
AST-00888,5,Recent incidents,0.0
AST-00889,1,Asset criticality,10.0
AST-00889,2,Maintenance interval,2.79
AST-00889,3,Condition deterioration,0.0
AST-00889,4,Inspection decline,0.0
AST-00889,5,Recent incidents,0.0
AST-00890,1,Asset criticality,8.0
AST-00890,2,Maintenance interval,4.93
AST-00890,3,Inspection decline,3.46
AST-00890,4,Condition deterioration,0.0
AST-00890,5,Recent incidents,0.0
AST-00891,1,Asset criticality,8.0
AST-00891,2,Recent incidents,5.0
AST-00891,3,Maintenance interval,2.33
AST-00891,4,Condition deterioration,0.0
AST-00891,5,Inspection decline,0.0
AST-00892,1,Asset criticality,8.0
AST-00892,2,Maintenance interval,3.55
AST-00892,3,Inspection decline,0.96
AST-00892,4,Condition deterioration,0.0
AST-00892,5,Recent incidents,0.0
AST-00893,1,Asset criticality,6.0
AST-00893,2,Inspection decline,3.64
AST-00893,3,Maintenance interval,2.6
AST-00893,4,Condition deterioration,0.0
AST-00893,5,Recent incidents,0.0
AST-00894,1,Condition deterioration,12.51
AST-00894,2,Asset criticality,6.0
AST-00894,3,Inspection decline,3.46
AST-00894,4,Maintenance interval,3.35
AST-00894,5,Recent incidents,0.0
AST-00895,1,Maintenance interval,6.21
AST-00895,2,Asset criticality,4.0
AST-00895,3,Condition deterioration,0.0
AST-00895,4,Inspection decline,0.0
AST-00895,5,Recent incidents,0.0
AST-00896,1,Condition deterioration,13.58
AST-00896,2,Inspection decline,2.22
AST-00896,3,Asset criticality,2.0
AST-00896,4,Maintenance interval,1.02
AST-00896,5,Recent incidents,0.0
AST-00897,1,Asset criticality,6.0
AST-00897,2,Maintenance interval,3.85
AST-00897,3,Condition deterioration,3.77
AST-00897,4,Inspection decline,2.45
AST-00897,5,Recent incidents,0.0
AST-00898,1,Asset criticality,8.0
AST-00898,2,Condition deterioration,7.42
AST-00898,3,Inspection decline,2.57
AST-00898,4,Maintenance interval,0.16
AST-00898,5,Recent incidents,0.0
AST-00899,1,Condition deterioration,14.14
AST-00899,2,Asset criticality,8.0
AST-00899,3,Recent incidents,5.0
AST-00899,4,Inspection decline,4.64
AST-00899,5,Maintenance interval,1.41
AST-00900,1,Asset criticality,10.0
AST-00900,2,Inspection decline,6.11
AST-00900,3,Maintenance interval,1.55
AST-00900,4,Condition deterioration,0.0
AST-00900,5,Recent incidents,0.0
AST-00901,1,Asset criticality,10.0
AST-00901,2,Recent incidents,5.0
AST-00901,3,Condition deterioration,2.58
AST-00901,4,Inspection decline,2.41
AST-00901,5,Maintenance interval,0.56
AST-00902,1,Condition deterioration,16.28
AST-00902,2,Inspection decline,5.39
AST-00902,3,Recent incidents,5.0
AST-00902,4,Maintenance interval,4.27
AST-00902,5,Asset criticality,4.0
AST-00903,1,Condition deterioration,11.19
AST-00903,2,Asset criticality,6.0
AST-00903,3,Inspection decline,4.69
AST-00903,4,Maintenance interval,3.65
AST-00903,5,Recent incidents,0.0
AST-00904,1,Asset criticality,8.0
AST-00904,2,Maintenance interval,5.1
AST-00904,3,Condition deterioration,1.01
AST-00904,4,Inspection decline,0.16
AST-00904,5,Recent incidents,0.0
AST-00906,1,Condition deterioration,21.06
AST-00906,2,Asset criticality,10.0
AST-00906,3,Recent incidents,5.0
AST-00906,4,Inspection decline,4.48
AST-00906,5,Maintenance interval,2.33
AST-00937,1,Condition deterioration,9.55
AST-00937,2,Asset criticality,6.0
AST-00937,3,Inspection decline,5.74
AST-00937,4,Recent incidents,5.0
AST-00937,5,Maintenance interval,0.07
AST-00938,1,Maintenance interval,7.69
AST-00938,2,Asset criticality,6.0
AST-00938,3,Condition deterioration,2.45
AST-00938,4,Inspection decline,0.02
AST-00938,5,Recent incidents,0.0
AST-00939,1,Condition deterioration,22.0
AST-00939,2,Inspection decline,6.25
AST-00939,3,Asset criticality,6.0
AST-00939,4,Maintenance interval,0.79
AST-00939,5,Recent incidents,0.0
AST-00972,1,Asset criticality,8.0
AST-00972,2,Maintenance interval,4.08
AST-00972,3,Condition deterioration,0.0
AST-00972,4,Inspection decline,0.0
AST-00972,5,Recent incidents,0.0
AST-00973,1,Maintenance interval,11.7
AST-00973,2,Condition deterioration,9.87
AST-00973,3,Inspection decline,5.28
AST-00973,4,Recent incidents,5.0
AST-00973,5,Asset criticality,4.0
AST-00974,1,Condition deterioration,12.38
AST-00974,2,Repeat-failure signal,12.0
AST-00974,3,Recent incidents,10.0
AST-00974,4,Asset criticality,6.0
AST-00974,5,Inspection decline,1.84
AST-00975,1,Asset criticality,6.0
AST-00975,2,Maintenance interval,2.2
AST-00975,3,Inspection decline,1.08
AST-00975,4,Condition deterioration,0.0
AST-00975,5,Recent incidents,0.0
AST-00976,1,Asset criticality,4.0
AST-00976,2,Maintenance interval,3.91
AST-00976,3,Inspection decline,2.33
AST-00976,4,Condition deterioration,0.0
AST-00976,5,Recent incidents,0.0
AST-00977,1,Asset criticality,4.0
AST-00977,2,Maintenance interval,2.56
AST-00977,3,Inspection decline,1.31
AST-00977,4,Condition deterioration,0.0
AST-00977,5,Recent incidents,0.0
AST-00978,1,Condition deterioration,16.66
AST-00978,2,Inspection decline,6.63
AST-00978,3,Asset criticality,6.0
AST-00978,4,Maintenance interval,3.25
AST-00978,5,Recent incidents,0.0
AST-00979,1,Asset criticality,8.0
AST-00979,2,Maintenance interval,3.85
AST-00979,3,Inspection decline,0.58
AST-00979,4,Condition deterioration,0.0
AST-00979,5,Recent incidents,0.0
AST-00980,1,Maintenance interval,7.63
AST-00980,2,Asset criticality,6.0
AST-00980,3,Condition deterioration,0.0
AST-00980,4,Inspection decline,0.0
AST-00980,5,Recent incidents,0.0
AST-00981,1,Asset criticality,6.0
AST-00981,2,Maintenance interval,4.37
AST-00981,3,Inspection decline,0.56
AST-00981,4,Condition deterioration,0.0
AST-00981,5,Recent incidents,0.0
AST-00982,1,Asset criticality,8.0
AST-00982,2,Maintenance interval,5.26
AST-00982,3,Condition deterioration,0.0
AST-00982,4,Inspection decline,0.0
AST-00982,5,Recent incidents,0.0
AST-00983,1,Maintenance interval,4.14
AST-00983,2,Asset criticality,4.0
AST-00983,3,Condition deterioration,3.71
AST-00983,4,Inspection decline,0.79
AST-00983,5,Recent incidents,0.0
AST-00984,1,Condition deterioration,10.43
AST-00984,2,Asset criticality,8.0
AST-00984,3,Maintenance interval,5.13
AST-00984,4,Inspection decline,0.0
AST-00984,5,Recent incidents,0.0
AST-00985,1,Asset criticality,8.0
AST-00985,2,Maintenance interval,5.16
AST-00985,3,Inspection decline,1.54
AST-00985,4,Condition deterioration,0.0
AST-00985,5,Recent incidents,0.0
AST-00986,1,Asset criticality,10.0
AST-00986,2,Condition deterioration,7.86
AST-00986,3,Inspection decline,3.66
AST-00986,4,Maintenance interval,3.62
AST-00986,5,Recent incidents,0.0
AST-00987,1,Condition deterioration,10.87
AST-00987,2,Asset criticality,6.0
AST-00987,3,Inspection decline,2.22
AST-00987,4,Maintenance interval,1.22
AST-00987,5,Recent incidents,0.0
AST-00988,1,Asset criticality,6.0
AST-00988,2,Inspection decline,5.25
AST-00988,3,Maintenance interval,5.1
AST-00988,4,Condition deterioration,1.13
AST-00988,5,Recent incidents,0.0
AST-00989,1,Condition deterioration,11.57
AST-00989,2,Asset criticality,8.0
AST-00989,3,Maintenance interval,1.22
AST-00989,4,Inspection decline,0.0
AST-00989,5,Recent incidents,0.0
AST-00990,1,Asset criticality,8.0
AST-00990,2,Recent incidents,5.0
AST-00990,3,Inspection decline,4.01
AST-00990,4,Maintenance interval,0.56
AST-00990,5,Condition deterioration,0.0
AST-00991,1,Maintenance interval,8.25
AST-00991,2,Condition deterioration,7.79
AST-00991,3,Asset criticality,6.0
AST-00991,4,Inspection decline,4.08
AST-00991,5,Recent incidents,0.0
AST-00992,1,Asset criticality,6.0
AST-00992,2,Maintenance interval,3.09
AST-00992,3,Condition deterioration,2.64
AST-00992,4,Inspection decline,2.4
AST-00992,5,Recent incidents,0.0
AST-00993,1,Asset criticality,8.0
AST-00993,2,Maintenance interval,1.51
AST-00993,3,Condition deterioration,0.0
AST-00993,4,Inspection decline,0.0
AST-00993,5,Recent incidents,0.0
AST-00994,1,Condition deterioration,10.18
AST-00994,2,Inspection decline,5.77
AST-00994,3,Recent incidents,5.0
AST-00994,4,Maintenance interval,4.27
AST-00994,5,Asset criticality,4.0
AST-00995,1,Asset criticality,6.0
AST-00995,2,Recent incidents,5.0
AST-00995,3,Maintenance interval,4.44
AST-00995,4,Inspection decline,3.38
AST-00995,5,Condition deterioration,0.0
AST-00996,1,Condition deterioration,8.11
AST-00996,2,Asset criticality,6.0
AST-00996,3,Maintenance interval,3.91
AST-00996,4,Inspection decline,2.19
AST-00996,5,Recent incidents,0.0
AST-00997,1,Asset criticality,8.0
AST-00997,2,Inspection decline,6.67
AST-00997,3,Recent incidents,5.0
AST-00997,4,Maintenance interval,2.73
AST-00997,5,Condition deterioration,0.0
AST-00501,1,Condition deterioration,7.54
AST-00501,2,Asset criticality,6.0
AST-00501,3,Maintenance interval,1.02
AST-00501,4,Inspection decline,0.0
AST-00501,5,Recent incidents,0.0
AST-00971,1,Condition deterioration,7.48
AST-00971,2,Maintenance interval,4.8
AST-00971,3,Asset criticality,4.0
AST-00971,4,Inspection decline,1.1
AST-00971,5,Recent incidents,0.0
AST-00970,1,Asset criticality,10.0
AST-00970,2,Maintenance interval,5.95
AST-00970,3,Inspection decline,1.29
AST-00970,4,Condition deterioration,0.0
AST-00970,5,Recent incidents,0.0
AST-00969,1,Maintenance interval,6.61
AST-00969,2,Asset criticality,6.0
AST-00969,3,Condition deterioration,0.0
AST-00969,4,Inspection decline,0.0
AST-00969,5,Recent incidents,0.0
AST-00968,1,Maintenance interval,6.74
AST-00968,2,Asset criticality,6.0
AST-00968,3,Recent incidents,5.0
AST-00968,4,Inspection decline,2.43
AST-00968,5,Condition deterioration,0.0
AST-00940,1,Asset criticality,8.0
AST-00940,2,Maintenance interval,4.11
AST-00940,3,Condition deterioration,0.0
AST-00940,4,Inspection decline,0.0
AST-00940,5,Recent incidents,0.0
AST-00941,1,Maintenance interval,7.07
AST-00941,2,Asset criticality,6.0
AST-00941,3,Condition deterioration,0.0
AST-00941,4,Inspection decline,0.0
AST-00941,5,Recent incidents,0.0
AST-00942,1,Asset criticality,8.0
AST-00942,2,Recent incidents,5.0
AST-00942,3,Maintenance interval,2.86
AST-00942,4,Condition deterioration,2.77
AST-00942,5,Inspection decline,0.0
AST-00943,1,Condition deterioration,10.56
AST-00943,2,Asset criticality,6.0
AST-00943,3,Recent incidents,5.0
AST-00943,4,Maintenance interval,3.95
AST-00943,5,Inspection decline,0.58
AST-00944,1,Maintenance interval,6.51
AST-00944,2,Asset criticality,6.0
AST-00944,3,Inspection decline,5.13
AST-00944,4,Condition deterioration,0.0
AST-00944,5,Recent incidents,0.0
AST-00945,1,Condition deterioration,15.4
AST-00945,2,Recent incidents,5.0
AST-00945,3,Inspection decline,4.13
AST-00945,4,Asset criticality,4.0
AST-00945,5,Maintenance interval,2.89
AST-00946,1,Maintenance interval,11.34
AST-00946,2,Asset criticality,4.0
AST-00946,3,Condition deterioration,0.0
AST-00946,4,Inspection decline,0.0
AST-00946,5,Recent incidents,0.0
AST-00947,1,Maintenance interval,6.71
AST-00947,2,Asset criticality,6.0
AST-00947,3,Inspection decline,5.13
AST-00947,4,Condition deterioration,3.21
AST-00947,5,Recent incidents,0.0
AST-00948,1,Asset criticality,6.0
AST-00948,2,Maintenance interval,2.79
AST-00948,3,Condition deterioration,0.0
AST-00948,4,Inspection decline,0.0
AST-00948,5,Recent incidents,0.0
AST-00949,1,Asset criticality,2.0
AST-00949,2,Maintenance interval,1.87
AST-00949,3,Condition deterioration,0.0
AST-00949,4,Inspection decline,0.0
AST-00949,5,Recent incidents,0.0
AST-00950,1,Asset criticality,6.0
AST-00950,2,Inspection decline,5.86
AST-00950,3,Condition deterioration,5.41
AST-00950,4,Maintenance interval,1.64
AST-00950,5,Recent incidents,0.0
AST-00951,1,Maintenance interval,5.52
AST-00951,2,Asset criticality,4.0
AST-00951,3,Inspection decline,3.26
AST-00951,4,Condition deterioration,0.0
AST-00951,5,Recent incidents,0.0
AST-00952,1,Asset criticality,10.0
AST-00952,2,Condition deterioration,6.54
AST-00952,3,Maintenance interval,5.36
AST-00952,4,Inspection decline,0.0
AST-00952,5,Recent incidents,0.0
AST-00877,1,Asset criticality,10.0
AST-00877,2,Maintenance interval,3.42
AST-00877,3,Inspection decline,2.82
AST-00877,4,Condition deterioration,2.77
AST-00877,5,Recent incidents,0.0
AST-00953,1,Condition deterioration,8.05
AST-00953,2,Asset criticality,2.0
AST-00953,3,Maintenance interval,1.02
AST-00953,4,Inspection decline,0.0
AST-00953,5,Recent incidents,0.0
AST-00955,1,Asset criticality,8.0
AST-00955,2,Maintenance interval,6.05
AST-00955,3,Inspection decline,3.59
AST-00955,4,Condition deterioration,0.0
AST-00955,5,Recent incidents,0.0
AST-00956,1,Condition deterioration,17.91
AST-00956,2,Asset criticality,10.0
AST-00956,3,Inspection decline,5.07
AST-00956,4,Maintenance interval,4.01
AST-00956,5,Recent incidents,0.0
AST-00957,1,Asset criticality,4.0
AST-00957,2,Inspection decline,1.59
AST-00957,3,Maintenance interval,1.05
AST-00957,4,Condition deterioration,0.0
AST-00957,5,Recent incidents,0.0
AST-00958,1,Asset criticality,6.0
AST-00958,2,Maintenance interval,2.17
AST-00958,3,Inspection decline,1.8
AST-00958,4,Condition deterioration,0.0
AST-00958,5,Recent incidents,0.0
AST-00959,1,Asset criticality,8.0
AST-00959,2,Inspection decline,4.9
AST-00959,3,Maintenance interval,3.85
AST-00959,4,Condition deterioration,0.0
AST-00959,5,Recent incidents,0.0
AST-00960,1,Maintenance interval,3.55
AST-00960,2,Asset criticality,2.0
AST-00960,3,Condition deterioration,0.0
AST-00960,4,Inspection decline,0.0
AST-00960,5,Recent incidents,0.0
AST-00961,1,Condition deterioration,12.82
AST-00961,2,Inspection decline,3.29
AST-00961,3,Asset criticality,2.0
AST-00961,4,Maintenance interval,0.76
AST-00961,5,Recent incidents,0.0
AST-00962,1,Asset criticality,6.0
AST-00962,2,Maintenance interval,3.12
AST-00962,3,Condition deterioration,0.0
AST-00962,4,Inspection decline,0.0
AST-00962,5,Recent incidents,0.0
AST-00963,1,Asset criticality,10.0
AST-00963,2,Condition deterioration,4.46
AST-00963,3,Inspection decline,4.23
AST-00963,4,Maintenance interval,0.69
AST-00963,5,Recent incidents,0.0
AST-00964,1,Asset criticality,6.0
AST-00964,2,Maintenance interval,4.93
AST-00964,3,Inspection decline,2.33
AST-00964,4,Condition deterioration,0.0
AST-00964,5,Recent incidents,0.0
AST-00965,1,Maintenance interval,9.24
AST-00965,2,Asset criticality,6.0
AST-00965,3,Condition deterioration,0.0
AST-00965,4,Inspection decline,0.0
AST-00965,5,Recent incidents,0.0
AST-00966,1,Asset criticality,8.0
AST-00966,2,Recent incidents,5.0
AST-00966,3,Maintenance interval,2.27
AST-00966,4,Inspection decline,1.35
AST-00966,5,Condition deterioration,0.0
AST-00967,1,Asset criticality,10.0
AST-00967,2,Recent incidents,5.0
AST-00967,3,Inspection decline,0.49
AST-00967,4,Maintenance interval,0.26
AST-00967,5,Condition deterioration,0.0
AST-00954,1,Recent incidents,5.0
AST-00954,2,Asset criticality,4.0
AST-00954,3,Maintenance interval,2.1
AST-00954,4,Condition deterioration,0.0
AST-00954,5,Inspection decline,0.0
AST-00876,1,Condition deterioration,6.79
AST-00876,2,Asset criticality,6.0
AST-00876,3,Inspection decline,5.95
AST-00876,4,Maintenance interval,5.82
AST-00876,5,Recent incidents,0.0
AST-00875,1,Maintenance interval,7.5
AST-00875,2,Asset criticality,6.0
AST-00875,3,Inspection decline,3.9
AST-00875,4,Condition deterioration,0.0
AST-00875,5,Recent incidents,0.0
AST-00874,1,Asset criticality,6.0
AST-00874,2,Maintenance interval,5.88
AST-00874,3,Inspection decline,4.24
AST-00874,4,Condition deterioration,0.0
AST-00874,5,Recent incidents,0.0
AST-00784,1,Asset criticality,8.0
AST-00784,2,Maintenance interval,6.15
AST-00784,3,Condition deterioration,0.0
AST-00784,4,Inspection decline,0.0
AST-00784,5,Recent incidents,0.0
AST-00785,1,Condition deterioration,10.31
AST-00785,2,Asset criticality,8.0
AST-00785,3,Maintenance interval,5.33
AST-00785,4,Recent incidents,5.0
AST-00785,5,Inspection decline,2.85
AST-00786,1,Maintenance interval,10.03
AST-00786,2,Asset criticality,6.0
AST-00786,3,Inspection decline,0.77
AST-00786,4,Condition deterioration,0.0
AST-00786,5,Recent incidents,0.0
AST-00787,1,Maintenance interval,9.57
AST-00787,2,Asset criticality,4.0
AST-00787,3,Condition deterioration,0.0
AST-00787,4,Inspection decline,0.0
AST-00787,5,Recent incidents,0.0
AST-00788,1,Recent incidents,5.0
AST-00788,2,Asset criticality,4.0
AST-00788,3,Maintenance interval,2.63
AST-00788,4,Condition deterioration,0.0
AST-00788,5,Inspection decline,0.0
AST-00789,1,Asset criticality,6.0
AST-00789,2,Inspection decline,3.15
AST-00789,3,Maintenance interval,1.87
AST-00789,4,Condition deterioration,0.0
AST-00789,5,Recent incidents,0.0
AST-00790,1,Asset criticality,8.0
AST-00790,2,Condition deterioration,4.97
AST-00790,3,Maintenance interval,4.21
AST-00790,4,Inspection decline,0.0
AST-00790,5,Recent incidents,0.0
AST-00791,1,Condition deterioration,5.85
AST-00791,2,Inspection decline,4.25
AST-00791,3,Asset criticality,4.0
AST-00791,4,Maintenance interval,2.17
AST-00791,5,Recent incidents,0.0
AST-00792,1,Asset criticality,6.0
AST-00792,2,Maintenance interval,5.98
AST-00792,3,Inspection decline,2.08
AST-00792,4,Condition deterioration,0.0
AST-00792,5,Recent incidents,0.0
AST-00793,1,Condition deterioration,10.12
AST-00793,2,Asset criticality,8.0
AST-00793,3,Inspection decline,1.77
AST-00793,4,Maintenance interval,1.48
AST-00793,5,Recent incidents,0.0
AST-00794,1,Maintenance interval,7.66
AST-00794,2,Asset criticality,2.0
AST-00794,3,Inspection decline,0.77
AST-00794,4,Condition deterioration,0.0
AST-00794,5,Recent incidents,0.0
AST-00795,1,Asset criticality,8.0
AST-00795,2,Inspection decline,4.9
AST-00795,3,Maintenance interval,2.1
AST-00795,4,Condition deterioration,0.0
AST-00795,5,Recent incidents,0.0
AST-00796,1,Condition deterioration,5.66
AST-00796,2,Maintenance interval,5.33
AST-00796,3,Asset criticality,4.0
AST-00796,4,Inspection decline,0.98
AST-00796,5,Recent incidents,0.0
AST-00797,1,Condition deterioration,15.9
AST-00797,2,Asset criticality,8.0
AST-00797,3,Recent incidents,5.0
AST-00797,4,Inspection decline,2.87
AST-00797,5,Maintenance interval,1.25
AST-00798,1,Asset criticality,6.0
AST-00798,2,Recent incidents,5.0
AST-00798,3,Inspection decline,2.17
AST-00798,4,Maintenance interval,0.69
AST-00798,5,Condition deterioration,0.0
AST-00799,1,Condition deterioration,10.81
AST-00799,2,Asset criticality,8.0
AST-00799,3,Recent incidents,5.0
AST-00799,4,Inspection decline,2.56
AST-00799,5,Maintenance interval,0.72
AST-00800,1,Asset criticality,8.0
AST-00800,2,Inspection decline,1.35
AST-00800,3,Maintenance interval,0.3
AST-00800,4,Condition deterioration,0.0
AST-00800,5,Recent incidents,0.0
AST-00801,1,Maintenance interval,11.61
AST-00801,2,Asset criticality,2.0
AST-00801,3,Condition deterioration,1.38
