snapshot_date,asset_id,asset_type,borough,required_skill,age_years,criticality,condition_score,inspection_trend,incidents_30d,incidents_90d,incidents_365d,downtime_90d,open_work_orders,open_critical_work_orders,overdue_work_orders,days_since_maintenance,repeat_failure_flag,target_corrective_30d,predicted_30d_risk,risk_flag
2026-07-31,AST-00513,Substation,Queens,power,39.0,3,42.0,-2.769999999999993,1,1,1,4.7,0,0,0,103,0,0,0.1304803114248311,1
2026-07-31,AST-00514,Circuit Breaker House,Bronx,breaker,31.0,5,52.1,-1.2399999999999944,1,1,1,0.4,2,0,1,261,0,0,0.08422292693484647,1
2026-07-31,AST-00561,Substation,Queens,power,24.0,3,54.4,-0.5499999999999996,1,2,3,1.2000000000000002,1,0,1,125,1,0,0.07914454545422982,1
2026-07-31,AST-00515,Circuit Breaker House,Brooklyn,breaker,5.0,2,83.5,-1.6599999999999953,0,0,0,0.0,0,0,0,190,0,0,0.049891707897916984,0
2026-07-31,AST-00517,Circuit Breaker House,Brooklyn,breaker,28.0,1,44.9,-5.020000000000001,0,0,1,0.0,0,0,0,75,0,0,0.12402686086958405,1
2026-07-31,AST-00518,Feeder Cable,Queens,cable,22.0,3,64.6,-1.4700000000000069,0,0,1,0.0,0,0,0,70,0,0,0.0553607894095672,0
2026-07-31,AST-00519,Substation,Bronx,power,6.0,5,79.5,-1.0099999999999971,0,1,2,1.1,0,0,0,94,0,0,0.05506956955495468,0
2026-07-31,AST-00520,Third Rail Segment,Queens,third_rail,40.0,4,61.8,-1.4800000000000035,0,0,0,0.0,0,0,0,68,0,0,0.06384946756198004,0
2026-07-31,AST-00521,Third Rail Segment,Manhattan,third_rail,18.0,3,73.6,-0.8100000000000049,0,0,0,0.0,0,0,0,189,0,0,0.0541934615828085,0
2026-07-31,AST-00522,Circuit Breaker House,Queens,breaker,2.0,3,88.2,-0.3599999999999892,0,0,0,0.0,0,0,0,206,0,0,0.05002514691810542,0
2026-07-31,AST-00523,Substation,Manhattan,power,9.0,3,72.9,-1.0999999999999934,0,0,0,0.0,1,0,1,370,0,0,0.051561375101450375,0
2026-07-31,AST-00524,Feeder Cable,Queens,cable,17.0,3,80.9,1.200000000000002,0,1,1,0.7,0,0,0,215,0,0,0.053892588542443116,0
2026-07-31,AST-00525,Substation,Brooklyn,power,3.0,2,77.9,-1.3599999999999932,0,0,1,0.0,0,0,0,251,0,0,0.05104384163053634,0
2026-07-31,AST-00526,Circuit Breaker House,Queens,breaker,13.0,3,74.4,-1.2899999999999925,0,0,0,0.0,0,0,0,47,0,0,0.05044159451685735,0
2026-07-31,AST-00527,Third Rail Segment,Bronx,third_rail,19.0,3,70.0,-0.2699999999999951,0,0,0,0.0,0,0,0,228,0,0,0.053618856649569585,0
2026-07-31,AST-00528,Third Rail Segment,Manhattan,third_rail,38.0,2,56.7,-1.1699999999999915,1,1,2,1.1,0,0,0,190,0,0,0.06897838906819749,0
2026-07-31,AST-00529,Third Rail Segment,Brooklyn,third_rail,4.0,2,96.0,4.470000000000003,0,0,0,0.0,0,0,0,78,0,0,0.048264282974010725,0
2026-07-31,AST-00516,Substation,Bronx,power,33.0,4,43.1,-4.0099999999999945,0,0,2,0.0,0,0,0,98,0,0,0.1099943870167354,1
2026-07-31,AST-00625,Third Rail Segment,Manhattan,third_rail,37.0,4,38.0,-1.8399999999999967,1,2,3,4.0,0,0,0,31,1,1,0.13141999599883866,1
2026-07-31,AST-00562,Circuit Breaker House,Brooklyn,breaker,15.0,2,85.2,-0.0500000000000016,0,0,1,0.0,0,0,0,138,0,0,0.05026970161932346,0
2026-07-31,AST-00564,Feeder Cable,Manhattan,cable,17.0,3,71.7,0.9800000000000016,0,0,0,0.0,0,0,0,161,0,0,0.054709314502710486,0
2026-07-31,AST-00597,Feeder Cable,Queens,cable,21.0,3,62.4,-0.4499999999999904,0,0,0,0.0,0,0,0,246,0,0,0.057511858950338134,0
2026-07-31,AST-00598,Feeder Cable,Queens,cable,29.0,1,49.3,-1.879999999999998,0,0,0,0.0,0,0,0,37,0,0,0.09075676236489774,1
2026-07-31,AST-00599,Third Rail Segment,Brooklyn,third_rail,39.0,3,47.1,0.5000000000000017,0,0,3,0.0,0,0,0,35,0,0,0.09537249706121875,1
2026-07-31,AST-00600,Feeder Cable,Brooklyn,cable,16.0,2,69.9,-1.3399999999999974,0,0,0,0.0,0,0,0,122,0,0,0.05111814861849973,0
2026-07-31,AST-00601,Feeder Cable,Manhattan,cable,35.0,2,62.6,0.8099999999999986,0,0,2,0.0,0,0,0,244,0,0,0.06476409873627154,0
2026-07-31,AST-00602,Third Rail Segment,Brooklyn,third_rail,9.0,5,79.2,-2.539999999999996,0,0,0,0.0,0,0,0,81,0,0,0.052652419456890275,0
2026-07-31,AST-00603,Third Rail Segment,Brooklyn,third_rail,32.0,3,73.2,2.410000000000003,0,0,2,0.0,0,0,0,168,0,0,0.0566795855617741,0
2026-07-31,AST-00604,Feeder Cable,Brooklyn,cable,23.0,4,63.5,-2.4399999999999964,0,0,0,0.0,0,0,0,7,0,0,0.05656239934035729,0
2026-07-31,AST-00605,Third Rail Segment,Manhattan,third_rail,31.0,3,52.1,-1.3099999999999967,0,0,0,0.0,1,0,0,272,0,0,0.08222837077312357,1
2026-07-31,AST-00606,Third Rail Segment,Queens,third_rail,31.0,3,58.4,1.039999999999996,0,1,1,1.2,0,0,0,39,0,0,0.0820672249238149,1
2026-07-31,AST-00607,Third Rail Segment,Brooklyn,third_rail,22.0,4,67.1,0.0699999999999963,0,0,1,0.0,0,0,0,60,0,1,0.05668110684127957,0
2026-07-31,AST-00608,Substation,Brooklyn,power,11.0,3,80.5,-1.809999999999995,0,0,0,0.0,0,0,0,60,0,0,0.0509661002251946,0
2026-07-31,AST-00609,Feeder Cable,Manhattan,cable,22.0,4,88.3,1.320000000000012,0,0,3,0.0,0,0,0,97,0,0,0.05328683098266697,0
2026-07-31,AST-00610,Feeder Cable,Brooklyn,cable,34.0,3,50.6,-0.9000000000000055,0,2,3,9.6,1,0,1,129,1,0,0.07007774290044949,0
2026-07-31,AST-00611,Feeder Cable,Brooklyn,cable,39.0,3,53.1,-1.3100000000000025,1,1,1,0.8,0,0,0,38,0,0,0.12439759418710965,1
2026-07-31,AST-00612,Feeder Cable,Brooklyn,cable,38.0,2,49.8,-2.27999999999999,0,0,1,0.0,0,0,0,82,0,0,0.1306330762904998,1
2026-07-31,AST-00613,Third Rail Segment,Queens,third_rail,8.0,1,65.2,-4.399999999999996,0,0,0,0.0,0,0,0,116,0,1,0.04936186036759409,0
2026-07-31,AST-00614,Third Rail Segment,Manhattan,third_rail,24.0,3,73.6,-0.2100000000000058,0,0,1,0.0,0,0,0,93,0,0,0.05537593535533298,0
2026-07-31,AST-00615,Circuit Breaker House,Bronx,breaker,5.0,3,90.1,0.36,0,1,1,3.5,0,0,0,126,0,0,0.05021395839341044,0
2026-07-31,AST-00616,Feeder Cable,Manhattan,cable,27.0,2,50.6,-1.2899999999999947,0,1,3,3.4,0,0,0,122,0,0,0.08313028710416123,1
2026-07-31,AST-00617,Feeder Cable,Brooklyn,cable,40.0,3,48.1,0.9999999999999972,0,0,2,0.0,0,0,0,36,0,0,0.10295313531780807,1
2026-07-31,AST-00618,Circuit Breaker House,Manhattan,breaker,3.0,3,75.4,0.6299999999999988,0,0,0,0.0,0,0,0,75,0,0,0.05030301643751847,0
2026-07-31,AST-00619,Substation,Brooklyn,power,27.0,1,54.2,-1.0700000000000005,0,0,0,0.0,0,0,0,132,0,0,0.07053486118628431,0
2026-07-31,AST-00620,Substation,Brooklyn,power,38.0,2,48.6,-2.6699999999999955,0,0,2,0.0,1,0,1,127,0,0,0.07513820270778514,1
2026-07-31,AST-00621,Third Rail Segment,Bronx,third_rail,34.0,4,38.9,-2.559999999999994,0,0,0,0.0,1,0,1,214,0,0,0.10123548567247632,1
2026-07-31,AST-00622,Feeder Cable,Brooklyn,cable,16.0,4,56.8,-3.2600000000000025,0,0,0,0.0,1,0,1,122,0,0,0.06312559776533674,0
2026-07-31,AST-00623,Third Rail Segment,Queens,third_rail,5.0,2,83.8,-1.6399999999999992,0,0,0,0.0,0,0,0,152,0,0,0.049891707897916984,0
2026-07-31,AST-00596,Circuit Breaker House,Bronx,breaker,7.0,4,77.2,-2.4300000000000024,0,0,0,0.0,0,0,0,35,0,0,0.05090123255684375,0
2026-07-31,AST-00595,Substation,Brooklyn,power,13.0,4,71.8,1.1600000000000048,1,1,1,1.7,0,0,0,24,0,0,0.0634943860434264,0
2026-07-31,AST-00594,Feeder Cable,Manhattan,cable,4.0,5,93.8,2.760000000000012,0,0,0,0.0,0,0,0,17,0,1,0.050239017967988985,0
2026-07-31,AST-00593,Circuit Breaker House,Brooklyn,breaker,22.0,4,60.1,-1.600000000000005,0,0,1,0.0,0,0,0,175,0,0,0.06677054515094316,0
2026-07-31,AST-00565,Feeder Cable,Queens,cable,18.0,2,67.4,-0.6100000000000015,0,0,2,0.0,0,0,0,148,0,0,0.05439249710319312,0
2026-07-31,AST-00566,Feeder Cable,Queens,cable,18.0,2,64.0,-2.180000000000001,0,0,3,0.0,0,0,0,176,0,0,0.056306533063000194,0
2026-07-31,AST-00567,Third Rail Segment,Bronx,third_rail,33.0,4,60.6,-0.4099999999999986,0,0,1,0.0,0,0,0,103,0,0,0.06459507241730357,0
2026-07-31,AST-00568,Substation,Brooklyn,power,26.0,1,57.3,-1.2800000000000036,0,0,0,0.0,0,0,0,57,0,0,0.07958488329439724,1
2026-07-31,AST-00569,Circuit Breaker House,Brooklyn,breaker,16.0,3,62.6,-1.6999999999999915,0,0,0,0.0,0,0,0,205,0,1,0.05811093601616237,0
2026-07-31,AST-00570,Feeder Cable,Queens,cable,38.0,3,46.4,-2.009999999999997,0,0,0,0.0,0,0,0,29,0,0,0.09101525521848956,1
2026-07-31,AST-00571,Circuit Breaker House,Queens,breaker,33.0,5,51.6,-2.1499999999999964,0,0,1,0.0,0,0,0,35,0,1,0.08506581940982572,1
2026-07-31,AST-00572,Third Rail Segment,Brooklyn,third_rail,38.0,3,50.0,-2.3599999999999963,0,1,2,17.1,0,0,0,64,0,0,0.2255408275896099,1
2026-07-31,AST-00573,Feeder Cable,Queens,cable,30.0,4,43.3,-2.089999999999998,0,0,1,0.0,0,0,0,167,0,0,0.12593108147666862,1
2026-07-31,AST-00574,Third Rail Segment,Brooklyn,third_rail,16.0,3,77.2,-0.8399999999999946,0,0,0,0.0,0,0,0,89,0,0,0.05131227002902581,0
2026-07-31,AST-00575,Third Rail Segment,Queens,third_rail,31.0,3,62.6,-0.2699999999999986,0,0,1,0.0,0,0,0,108,0,0,0.06087830697824317,0
2026-07-31,AST-00576,Feeder Cable,Bronx,cable,14.0,4,76.7,-0.8499999999999999,0,0,1,0.0,0,0,0,147,0,0,0.05457603375287619,0
2026-07-31,AST-00577,Third Rail Segment,Brooklyn,third_rail,11.0,3,77.3,0.3600000000000006,0,1,2,0.4,1,0,1,293,0,0,0.05101777052494966,0
2026-07-31,AST-00563,Third Rail Segment,Bronx,third_rail,27.0,3,57.2,-0.7399999999999972,0,0,0,0.0,1,0,1,47,0,0,0.07635756375370044,1
2026-07-31,AST-00578,Feeder Cable,Brooklyn,cable,19.0,4,74.6,0.4399999999999959,0,0,1,0.0,0,0,0,80,0,0,0.05453452834764542,0
2026-07-31,AST-00580,Circuit Breaker House,Queens,breaker,23.0,3,59.1,-1.8799999999999997,0,0,0,0.0,0,0,0,204,0,0,0.0613116942998109,0
2026-07-31,AST-00581,Feeder Cable,Bronx,cable,16.0,4,78.8,-0.4299999999999987,0,0,0,0.0,0,0,0,60,0,0,0.051308242807436136,0
2026-07-31,AST-00582,Feeder Cable,Brooklyn,cable,19.0,4,65.3,-1.3500000000000023,0,0,1,0.0,0,0,0,44,0,0,0.055522845164130405,0
2026-07-31,AST-00583,Substation,Bronx,power,12.0,5,68.5,-0.5900000000000052,1,1,2,2.8,0,0,0,56,0,0,0.07789919612975928,1
2026-07-31,AST-00584,Circuit Breaker House,Manhattan,breaker,27.0,2,57.3,-1.2499999999999971,0,0,2,0.0,0,0,0,174,0,0,0.06887011832874344,0
2026-07-31,AST-00585,Third Rail Segment,Brooklyn,third_rail,15.0,2,74.6,-3.0599999999999943,0,0,0,0.0,0,0,0,71,0,0,0.05121542480844565,0
2026-07-31,AST-00586,Feeder Cable,Brooklyn,cable,23.0,2,56.9,0.1399999999999931,0,0,1,0.0,0,0,0,86,0,0,0.08396912688567762,1
2026-07-31,AST-00587,Substation,Queens,power,15.0,4,74.1,-1.689999999999995,0,1,2,3.6,0,0,0,34,0,0,0.0544216034402566,0
2026-07-31,AST-00588,Circuit Breaker House,Bronx,breaker,13.0,4,80.9,-0.5399999999999917,0,1,2,1.2,1,0,1,194,0,0,0.05620319589003197,0
2026-07-31,AST-00589,Circuit Breaker House,Queens,breaker,39.0,3,54.6,0.759999999999998,0,0,0,0.0,1,0,0,263,0,0,0.0789690573606976,1
2026-07-31,AST-00590,Substation,Queens,power,14.0,2,86.4,-0.6799999999999929,0,0,1,0.0,0,0,0,104,0,0,0.04925690469234042,0
2026-07-31,AST-00591,Third Rail Segment,Brooklyn,third_rail,3.0,4,92.2,-0.1399999999999884,1,1,3,0.8,0,0,0,47,0,0,0.05203757103198063,0
2026-07-31,AST-00592,Feeder Cable,Brooklyn,cable,16.0,2,67.8,0.6500000000000035,0,0,0,0.0,0,0,0,296,0,0,0.05163667935374188,0
2026-07-31,AST-00579,Third Rail Segment,Bronx,third_rail,39.0,2,39.2,-2.649999999999995,0,0,0,0.0,0,0,0,215,0,0,0.12612099323745138,1
2026-07-31,AST-00749,Third Rail Segment,Manhattan,third_rail,17.0,4,75.7,-2.929999999999999,0,0,3,0.0,0,0,0,27,0,0,0.054338130668073664,0
2026-07-31,AST-00998,Substation,Brooklyn,power,14.0,3,70.8,-0.94,0,0,0,0.0,0,0,0,51,0,0,0.05096457813701132,0
2026-07-31,AST-00751,Circuit Breaker House,Manhattan,breaker,10.0,4,79.9,0.1199999999999978,0,0,1,0.0,0,0,0,115,0,0,0.053017906178607896,0
2026-07-31,AST-00909,Circuit Breaker House,Bronx,breaker,6.0,2,83.1,-0.5699999999999988,0,0,1,0.0,0,0,0,357,0,0,0.050169874960013225,0
2026-07-31,AST-00910,Circuit Breaker House,Bronx,breaker,14.0,4,80.8,-0.3500000000000014,0,0,1,0.0,0,0,0,51,0,0,0.050639355892881446,0
2026-07-31,AST-00911,Third Rail Segment,Queens,third_rail,5.0,2,90.1,-0.5400000000000055,0,0,0,0.0,1,0,0,370,0,0,0.050088004928384604,0
2026-07-31,AST-00912,Third Rail Segment,Queens,third_rail,4.0,3,80.9,-1.3199999999999927,0,0,0,0.0,0,0,0,186,0,0,0.049721431522921904,0
2026-07-31,AST-00913,Third Rail Segment,Brooklyn,third_rail,19.0,3,59.4,0.5900000000000052,0,0,2,0.0,0,0,0,236,0,0,0.057830300497907466,0
2026-07-31,AST-00914,Third Rail Segment,Brooklyn,third_rail,10.0,5,81.4,-2.099999999999996,0,0,1,0.0,0,0,0,125,0,1,0.05175013153157073,0
2026-07-31,AST-00915,Third Rail Segment,Manhattan,third_rail,17.0,3,78.2,-0.8600000000000112,0,0,1,0.0,0,0,0,177,0,0,0.05310406826505206,0
2026-07-31,AST-00916,Third Rail Segment,Queens,third_rail,18.0,1,74.6,0.7400000000000051,0,0,0,0.0,0,0,0,257,0,0,0.05265674932039977,0
2026-07-31,AST-00917,Substation,Manhattan,power,25.0,4,67.6,-2.8299999999999974,0,0,1,0.0,0,0,0,123,0,0,0.060538308562366396,0
2026-07-31,AST-00918,Substation,Queens,power,38.0,3,47.3,-0.1500000000000045,0,0,0,0.0,1,0,1,177,0,0,0.06163921184590214,0
2026-07-31,AST-00919,Circuit Breaker House,Brooklyn,breaker,34.0,3,43.9,-3.200000000000005,0,0,0,0.0,1,0,1,51,0,0,0.1079066053992537,1
2026-07-31,AST-00920,Feeder Cable,Brooklyn,cable,16.0,3,65.7,0.180000000000008,0,0,2,0.0,0,0,0,95,0,0,0.052699261621231036,0
2026-07-31,AST-00921,Substation,Brooklyn,power,14.0,3,78.8,2.269999999999995,0,0,1,0.0,0,0,0,256,0,0,0.0523952946286281,0
2026-07-31,AST-00922,Third Rail Segment,Bronx,third_rail,31.0,4,54.8,-4.029999999999997,0,1,3,1.6,1,0,0,124,0,0,0.07625585020080826,1
2026-07-31,AST-00923,Feeder Cable,Manhattan,cable,5.0,2,86.3,-3.7199999999999935,0,0,0,0.0,1,0,1,373,0,0,0.04953929473889508,0
2026-07-31,AST-00924,Feeder Cable,Manhattan,cable,22.0,3,63.0,0.1899999999999971,0,1,2,4.1,1,0,1,148,0,0,0.07357188286884453,1
2026-07-31,AST-00925,Substation,Manhattan,power,17.0,4,74.0,-0.7799999999999935,0,0,1,0.0,0,0,0,54,0,0,0.05542145462098471,0
2026-07-31,AST-00926,Circuit Breaker House,Queens,breaker,8.0,3,88.1,-0.3899999999999922,0,0,1,0.0,0,0,0,59,0,0,0.04870480498498972,0
2026-07-31,AST-00927,Substation,Bronx,power,25.0,2,58.4,0.4800000000000082,0,0,1,0.0,1,0,0,371,0,0,0.06087185444892196,0
2026-07-31,AST-00928,Third Rail Segment,Manhattan,third_rail,13.0,4,75.1,3.150000000000009,0,0,0,0.0,0,0,0,112,0,0,0.05274158328283943,0
2026-07-31,AST-00929,Feeder Cable,Bronx,cable,8.0,4,72.0,-0.0500000000000003,1,1,3,0.8,0,0,0,8,0,0,0.06857542068963171,0
2026-07-31,AST-00930,Feeder Cable,Brooklyn,cable,27.0,3,60.5,2.539422999510313e-15,1,1,3,2.8,0,0,0,12,0,0,0.09193795893565351,1
2026-07-31,AST-00931,Circuit Breaker House,Queens,breaker,7.0,1,74.0,-1.87,0,0,0,0.0,0,0,0,234,0,0,0.05141912613700729,0
2026-07-31,AST-00932,Circuit Breaker House,Manhattan,breaker,27.0,4,45.5,-1.8200000000000032,0,1,4,1.5,0,0,0,39,0,0,0.1090106528046557,1
2026-07-31,AST-00933,Feeder Cable,Brooklyn,cable,7.0,2,75.0,-0.6399999999999971,0,0,0,0.0,0,0,0,197,0,0,0.05042515676347193,0
2026-07-31,AST-00934,Third Rail Segment,Queens,third_rail,18.0,4,58.3,-1.1299999999999972,0,0,0,0.0,0,0,0,90,0,0,0.06882386445114891,0
2026-07-31,AST-00935,Third Rail Segment,Brooklyn,third_rail,33.0,2,56.9,-2.2900000000000027,0,0,0,0.0,1,0,0,361,0,0,0.07086884047018241,0
2026-07-31,AST-00908,Substation,Manhattan,power,38.0,3,40.7,-2.379999999999998,0,0,1,0.0,1,0,1,129,0,0,0.07199082605994245,0
2026-07-31,AST-00936,Circuit Breaker House,Manhattan,breaker,10.0,2,80.9,-3.029999999999997,0,0,0,0.0,0,0,0,66,0,0,0.04797574164125203,0
2026-07-31,AST-00907,Feeder Cable,Queens,cable,25.0,4,71.0,-2.270000000000002,0,0,0,0.0,0,0,0,140,0,0,0.057763745160667374,0
2026-07-31,AST-00905,Third Rail Segment,Brooklyn,third_rail,27.0,5,63.1,-0.1000000000000023,0,0,1,0.0,0,0,0,150,0,0,0.06302622594684312,0
2026-07-31,AST-00878,Circuit Breaker House,Brooklyn,breaker,38.0,4,53.8,-1.0500000000000005,1,1,1,0.7,0,0,0,6,0,0,0.1327527540480756,1
2026-07-31,AST-00879,Feeder Cable,Brooklyn,cable,35.0,4,39.1,-2.3200000000000065,0,1,3,2.6,1,0,0,33,0,0,0.08418012245687055,1
2026-07-31,AST-00880,Feeder Cable,Manhattan,cable,40.0,4,33.0,-2.49,1,2,3,3.4,0,0,0,35,1,0,0.12782927439067102,1
2026-07-31,AST-00881,Feeder Cable,Queens,cable,2.0,5,91.2,-0.7900000000000007,0,0,1,0.0,0,0,0,159,0,0,0.050951188336852644,0
2026-07-31,AST-00882,Feeder Cable,Manhattan,cable,10.0,3,80.0,-0.2500000000000007,0,0,0,0.0,0,0,0,67,0,0,0.049748241753219014,0
2026-07-31,AST-00883,Third Rail Segment,Queens,third_rail,23.0,1,76.5,-0.950000000000006,0,0,0,0.0,0,0,0,358,0,0,0.05435477429743401,0
2026-07-31,AST-00884,Feeder Cable,Brooklyn,cable,2.0,3,95.6,-1.1500000000000092,0,0,0,0.0,0,0,0,207,0,0,0.050061761297224595,0
2026-07-31,AST-00885,Circuit Breaker House,Manhattan,breaker,15.0,4,59.1,-3.980000000000005,0,0,0,0.0,0,0,0,160,0,0,0.06488314715045061,0
2026-07-31,AST-00886,Circuit Breaker House,Manhattan,breaker,7.0,2,90.2,1.289999999999999,0,0,0,0.0,0,0,0,199,0,0,0.048922126535521276,0
2026-07-31,AST-00887,Circuit Breaker House,Manhattan,breaker,38.0,3,50.1,-0.8599999999999927,0,0,2,0.0,0,0,0,98,0,0,0.08943418864876133,1
2026-07-31,AST-00888,Substation,Manhattan,power,3.0,3,86.8,-1.9099999999999984,0,0,0,0.0,0,0,0,206,0,0,0.04989026876724808,0
2026-07-31,AST-00889,Substation,Brooklyn,power,6.0,5,88.8,1.689999999999994,0,0,0,0.0,0,0,0,85,0,0,0.050219878076893175,0
2026-07-31,AST-00890,Feeder Cable,Bronx,cable,8.0,4,68.6,-1.9799999999999944,0,0,0,0.0,0,0,0,150,0,0,0.05565349184846299,0
2026-07-31,AST-00891,Circuit Breaker House,Bronx,breaker,6.0,4,90.3,0.3000000000000087,1,1,1,0.7,1,0,1,71,0,0,0.05578744186437327,0
2026-07-31,AST-00892,Third Rail Segment,Brooklyn,third_rail,23.0,4,66.7,-0.5500000000000002,0,0,0,0.0,0,0,0,108,0,0,0.05733114856833068,0
2026-07-31,AST-00893,Circuit Breaker House,Queens,breaker,15.0,3,77.8,-2.08,0,0,1,0.0,0,0,0,79,0,0,0.051483033018699643,0
2026-07-31,AST-00894,Substation,Queens,power,37.0,3,45.1,-1.979999999999997,0,0,1,0.0,0,0,0,102,0,0,0.10152452023518187,1
2026-07-31,AST-00895,Third Rail Segment,Queens,third_rail,11.0,2,77.5,1.140000000000005,0,0,0,0.0,0,0,0,189,0,0,0.05027514141024788,0
2026-07-31,AST-00896,Third Rail Segment,Manhattan,third_rail,22.0,1,43.4,-1.2700000000000014,0,0,3,0.0,0,0,0,31,0,0,0.07934230255397268,1
2026-07-31,AST-00897,Circuit Breaker House,Brooklyn,breaker,27.0,3,59.0,-1.3999999999999937,0,0,0,0.0,0,0,0,117,0,0,0.06548590963264556,0
2026-07-31,AST-00898,Circuit Breaker House,Brooklyn,breaker,26.0,4,53.2,-1.4699999999999964,0,0,1,0.0,0,0,0,5,0,0,0.0838567887790166,1
2026-07-31,AST-00899,Circuit Breaker House,Manhattan,breaker,32.0,4,42.5,-2.649999999999993,0,1,2,1.0,1,0,1,43,0,0,0.09434662551249137,1
2026-07-31,AST-00900,Feeder Cable,Brooklyn,cable,9.0,5,75.3,-3.4899999999999918,0,0,0,0.0,0,0,0,47,0,0,0.051873548609457594,0
2026-07-31,AST-00901,Feeder Cable,Bronx,cable,21.0,5,60.9,-1.3799999999999883,0,1,1,13.0,0,0,0,17,0,0,0.06519164487590329,0
2026-07-31,AST-00902,Circuit Breaker House,Bronx,breaker,33.0,2,39.1,-3.0799999999999965,1,1,1,2.3,1,0,1,130,0,0,0.08431806036673466,1
2026-07-31,AST-00903,Substation,Manhattan,power,35.0,3,47.2,-2.680000000000002,0,0,1,0.0,0,0,0,111,0,0,0.09505160361201531,1
2026-07-31,AST-00904,Feeder Cable,Brooklyn,cable,25.0,4,63.4,-0.0899999999999938,0,0,1,0.0,0,0,0,155,0,0,0.05857124538470506,0
2026-07-31,AST-00906,Feeder Cable,Brooklyn,cable,35.0,5,31.5,-2.5600000000000023,0,1,4,2.2,0,0,0,71,0,0,0.11635110285225019,1
2026-07-31,AST-00937,Third Rail Segment,Queens,third_rail,31.0,3,49.8,-3.2800000000000016,1,1,4,14.6,0,0,0,2,0,0,0.0908136864932751,1
2026-07-31,AST-00938,Substation,Bronx,power,29.0,3,61.1,-0.0100000000000021,0,0,1,0.0,1,0,1,234,0,0,0.0610447717384264,0
2026-07-31,AST-00939,Third Rail Segment,Brooklyn,third_rail,37.0,3,29.4,-3.570000000000003,0,0,4,0.0,0,0,0,24,0,0,0.07814878168791403,1
2026-07-31,AST-00972,Substation,Manhattan,power,3.0,4,98.2,1.660000000000004,0,0,0,0.0,0,0,0,124,0,0,0.05093146112767826,0
2026-07-31,AST-00973,Substation,Manhattan,power,24.0,2,49.3,-3.0199999999999965,1,1,2,0.7,0,0,0,356,0,0,0.12378438751759357,1
2026-07-31,AST-00974,Third Rail Segment,Brooklyn,third_rail,40.0,3,45.3,-1.0500000000000007,0,2,4,9.3,0,0,0,42,1,0,0.09231666855294524,1
2026-07-31,AST-00975,Circuit Breaker House,Brooklyn,breaker,1.0,3,73.8,-0.6199999999999941,0,0,0,0.0,0,0,0,67,0,0,0.05041139292325641,0
2026-07-31,AST-00976,Feeder Cable,Brooklyn,cable,19.0,2,73.7,-1.330000000000003,0,0,0,0.0,0,0,0,119,0,0,0.05296653530850508,0
2026-07-31,AST-00977,Feeder Cable,Queens,cable,20.0,2,69.5,-0.7499999999999989,0,0,0,0.0,0,0,0,78,0,0,0.05396329491455339,0
2026-07-31,AST-00978,Feeder Cable,Manhattan,cable,36.0,3,38.5,-3.789999999999998,0,0,1,0.0,0,0,0,99,0,0,0.10206879321110623,1
2026-07-31,AST-00979,Feeder Cable,Manhattan,cable,12.0,4,79.4,-0.3300000000000066,0,0,0,0.0,0,0,0,117,0,0,0.05207509582768749,0
2026-07-31,AST-00980,Circuit Breaker House,Brooklyn,breaker,20.0,3,87.4,0.7800000000000021,0,0,1,0.0,0,0,0,232,0,0,0.04967555651700788,0
2026-07-31,AST-00981,Third Rail Segment,Queens,third_rail,29.0,3,71.6,-0.3199999999999995,0,0,0,0.0,0,0,0,133,0,0,0.056171453345585806,0
2026-07-31,AST-00982,Third Rail Segment,Bronx,third_rail,3.0,4,93.6,1.9099999999999968,0,0,1,0.0,1,0,1,160,0,0,0.05151447751133367,0
2026-07-31,AST-00983,Feeder Cable,Queens,cable,33.0,2,59.1,-0.4500000000000019,0,0,2,0.0,0,0,0,126,0,0,0.06529998852199659,0
2026-07-31,AST-00984,Feeder Cable,Queens,cable,33.0,4,48.4,1.210000000000001,0,0,2,0.0,0,0,0,156,0,0,0.19390353924210144,1
2026-07-31,AST-00985,Substation,Queens,power,29.0,4,69.1,-0.8800000000000001,0,0,0,0.0,0,0,0,157,0,0,0.05857869465104921,0
2026-07-31,AST-00986,Third Rail Segment,Queens,third_rail,26.0,5,52.5,-2.0899999999999976,0,0,2,0.0,1,0,1,110,0,0,0.0750554531306944,1
2026-07-31,AST-00987,Circuit Breaker House,Manhattan,breaker,30.0,3,47.7,-1.269999999999993,0,0,1,0.0,0,0,0,37,0,0,0.08236547960784733,1
2026-07-31,AST-00988,Substation,Queens,power,32.0,3,63.2,-2.9999999999999925,0,0,0,0.0,0,0,0,155,0,0,0.05989646516202643,0
2026-07-31,AST-00989,Circuit Breaker House,Queens,breaker,37.0,4,46.6,0.0700000000000012,0,0,0,0.0,0,0,0,37,0,0,0.09583905593049348,1
2026-07-31,AST-00990,Third Rail Segment,Brooklyn,third_rail,18.0,4,72.0,-2.2899999999999974,1,1,2,4.4,0,0,0,17,0,0,0.06174606173208647,0
2026-07-31,AST-00991,Feeder Cable,Queens,cable,19.0,3,52.6,-2.329999999999998,0,0,1,0.0,0,0,0,251,0,0,0.08085619233735267,1
2026-07-31,AST-00992,Third Rail Segment,Brooklyn,third_rail,26.0,3,60.8,-1.3699999999999994,0,0,0,0.0,0,0,0,94,0,0,0.060141450722334476,0
